Geneid,DDB-I-SF-S1-001-A3_S21,DDB-PD-003-AMBR-R10--S03-RNA_S2,DDB-PD-003-AMBR-R10--S07-RNA_S8,DDB-PD-003-AMBR-R10--S12-RNA_S13,DDB-PD-003-AMBR-R15--S03-RNA_S3,DDB-PD-003-AMBR-R15--S07-RNA_S9,DDB-PD-003-AMBR-R15--S12-RNA_S14,DDB-PD-003-AMBR-R16--S03-RNA_S4,DDB-PD-003-AMBR-R16--S07-RNA_S10,DDB-PD-003-AMBR-R16--S12-RNA_S15,DDB-PD-003-AMBR-R21--S03-RNA_S5,DDB-PD-003-AMBR-R21--S07-RNA_S11,DDB-PD-003-AMBR-R21--S12-RNA_S16,DDB-PD-003-AMBR-R22--S03-RNA_S6,DDB-PD-003-AMBR-R22--S07-RNA_S12,DDB-PD-003-AMBR-R22--S12-RNA_S17,DDB-PD-003-AMBR-R9--S03-RNA_S1,DDB-PD-003-AMBR-R9--S07-RNA_S7,DDB-PD-009-AMBR-R11--S11-RNA_S20,DDB-PD-009-AMBR-R7--S10-RNA_S18,DDB-PD-009-AMBR-R8--S10-RNA_S19
b0012,0.5193946485392066,1.0315818553170661,1.239654690592911,0.0,0.0,0.0,0.8891514836364292,0.819449205740544,0.0,0.46386628668269103,0.8873159498054541,0.0,0.7017728068185946,0.0,0.0,0.5874237322966739,0.33957634467648046,0.8648918427357154,0.5708321670137619,0.0,0.612782355942987
b0013,1.0286037028582773,1.1719224682550016,0.0,0.0,0.8011555646870501,0.0,1.01614241736342,0.0,0.0,1.2419860341555593,1.603765594718507,1.304948800221216,0.8088402853229082,1.46699704873755,1.554894791418569,1.1415288102440209,1.1851356718812223,0.9894614911844111,2.2588098081766033,1.0238951608920361,1.1827516293236637
b0014,9.422304227614333,9.587125151693584,10.043614382332043,9.399475097119081,9.926669298955613,9.966567758072047,9.368390776201172,9.753169239770273,10.085851320758321,9.48869080173341,9.58033963771023,10.668830972254487,9.46752249673474,9.79595072580438,10.277830152695378,9.211757604312382,9.86527398493714,10.017572200248754,9.658411315071897,9.379885324470509,9.47343364207135
b0015,7.515169050827487,8.047823577407577,8.32380828214263,7.959282771280808,8.023663493486492,7.203701678644953,7.846800486586855,7.973852896047917,8.39663246919701,7.849311519389784,7.9274860763586075,8.610025024680272,7.835956420266148,8.104423408050769,8.503559043138663,7.898148707977869,7.986378980475885,8.479997001695764,8.235763980238284,7.995625904394896,7.764795917684334
b0016,5.476454924708477,5.73980496262147,5.56587169940075,5.380177297768874,5.7318580524076035,0.0,5.4646726344964,5.748470158398516,5.672602175050553,5.4059501633145235,5.531914877871251,5.65066160230235,5.484483690210541,5.656443080698501,5.713778959792393,5.590396856298735,5.551190580946753,5.647490019001138,5.6996838133753025,5.430151060014096,5.340383042940782
b0018,1.5877531018752755,1.7726147071281764,2.8681790345731475,4.471857185091027,2.404868049818783,0.0,2.7899201117872963,0.0,3.2554185357677428,2.4298217557387036,2.3024779851020636,3.2493447439285252,3.478885919256841,3.8690362357753534,2.24421992786939,2.1664617338811873,1.5071754793111947,3.6326162833038156,2.843621200758932,3.3173691086666173,2.8326195519936856
b4412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0019,6.023860272095836,5.395637752507951,5.534725767014849,6.074946610274937,5.863062780919297,0.0,5.385712410250458,5.654308267209052,5.984309791800055,5.777551158066942,4.764823156718508,5.936140789502325,5.5838653231384185,5.064117503364815,6.071514230853449,4.828700663446999,5.587413302222316,5.689713544723309,6.5543333980217175,5.418899539224634,5.361445152813676
b0020,5.941104555394233,5.543920258282577,5.509321771988015,5.682137871099594,5.7665316592894,5.733908332127684,5.1029438143749495,5.7744943019256505,5.424424254247499,5.338615366853439,5.136938702975165,5.595047333763671,5.403836935788763,5.18957415689733,5.48388554049065,4.832776179655422,5.575726545302084,5.3450473086124894,6.129239899625056,5.380303167870583,4.997416822524032
b0021,0.5037321535402481,0.0,1.2096392065652242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7381756794996197,0.0,0.0,0.0,0.9531461793599744,0.8721684002846709,1.339659682939244
b0022,1.3369452457953406,2.484662467052233,0.0,2.6722784918870857,1.0631802426380297,0.0,0.0,3.1826225624939206,1.0594730510868111,1.5865678026975636,1.9973043448775205,0.0,1.0725783109750417,2.627210597362624,0.0,1.869805900077358,1.7383534165327927,2.4163249233134927,2.970398790226129,1.711321653898064,1.5178924290729716
b0023,10.514225858713553,11.034367601595871,9.626564931615267,10.23793041219562,10.006226774372797,6.501526962585578,9.954725468766542,11.368203565159158,9.863509432080091,9.489208486960424,10.536733299454395,9.847927302626182,9.983668608545367,10.892695940821127,9.77091308688866,9.147723127541074,9.94317454342908,9.48698458040059,10.793341740265243,9.867229094726158,9.875247462763317
b0024,4.6462908614922585,4.905332144484916,5.940746312141578,4.8965580392387835,5.085536355418218,0.0,4.566278173468316,5.698004584217291,4.956973420992565,4.5160926692409085,5.126919326715005,5.561874433140367,4.916319979366826,4.11396721672934,4.891108083815913,5.826895137841549,5.273960939012008,6.017562512617025,6.094268940241977,5.145658378750913,4.80793353356847
b0025,8.695639481652956,8.44947117062176,7.897285063706393,7.996084084496321,8.279143079775023,5.678769056412479,8.009734138921164,8.491991046940127,7.82561179641222,8.091515739664182,8.066000389879388,7.999032866200162,7.97997281651235,8.400113352720263,7.7464042193769425,7.627868820109481,8.37236005564415,7.683952529478187,9.002411440430897,8.005147252749584,7.9689494035264055
b0026,8.977740756604016,8.581994435326175,7.922965087952284,8.175068398758691,8.636618397184025,6.988264589133855,8.096424766685816,8.661720360267875,7.965711277378931,8.039465997451966,8.441119006521959,7.98085388834395,8.065367306104582,8.542603507488051,7.912364732791897,8.042348565280415,8.492962587847064,7.726665710128529,9.122374272295952,8.115533368048167,8.136397858314062
b0027,7.232100075655463,7.5788560176662445,6.823749670859412,7.077864681569108,7.161427046008003,0.0,6.904440157017718,7.4651070277867095,6.778882145329958,6.555884920050424,7.4053538197747315,6.567736550641657,6.63543236042573,7.094900238915555,6.857557231579284,6.986673098855559,6.853575290449062,6.881535705254529,7.553126748810416,6.793328229236288,6.39460645756869
b0028,7.639820538574522,7.672460799332586,6.854070784425507,7.387686237116455,7.6734644042018605,7.722973305311296,7.31545382446261,7.6441769855901835,7.101359338807258,7.058442803520102,7.3606487424638045,7.182697606452986,7.246852673835418,7.685475301801646,6.891674017887037,6.69464047915397,7.555816796544584,6.915657325667833,8.276227261432432,7.050977119847452,7.18019348887793
b0029,6.973643744284135,7.029892992769678,6.155220773892781,6.496583894398048,6.901794759202559,4.693471184230428,6.070144015118944,7.114418411630423,6.203276738043847,6.104992442141654,6.786993824237832,6.286148690929491,6.385490238714303,6.866902424843995,6.242168350436692,6.032633648126404,6.771183465432256,6.054594164745446,7.499524256154269,6.2734410804847895,6.161612411913257
b0030,3.747326846795944,3.596120583050684,5.861113661817207,6.414440331598826,3.5662445757303844,5.719916897812614,6.652033299580172,4.002600518696122,5.9501715496058845,6.616014203798654,4.145621661305385,6.269884821316915,6.698002042842233,3.8356036769753983,6.2244988383496676,6.894634530569521,3.7746574961344246,6.180576031303264,7.310874244057279,6.587075538288431,5.986436970053826
b0031,7.739170496804724,8.126460515219389,7.482920119606243,7.142637540234122,8.257863614227015,4.896194992732378,7.381511581003205,8.254040392407715,7.3061534430886335,7.426922298245921,8.612358899313513,7.624812093699638,7.341007018491608,8.693282407961206,7.291410926319612,7.08323490238972,8.229124791053904,7.243306778273541,9.491317598542139,7.290458324129625,7.54336102284381
b0032,9.863576302167345,10.651954371286537,5.174996369061466,8.571920426987555,10.550848518059166,5.97188003601502,8.712317174136102,10.63907451854364,5.612311843096766,8.679610436684898,10.757882032788089,5.372813304438515,8.623949694425216,10.80549502403607,4.92483470037001,8.719274368476727,10.570377437140673,4.0557798670281295,10.209909564405855,8.186412872223668,8.04202101891617
b0033,8.659549334384302,9.46134321695372,4.071440685016255,7.413900831129027,9.42333890498595,5.711325633180192,7.300804915845417,9.658199312974775,4.5868880410002655,7.231144264601388,9.450255200515917,4.1705748504313265,7.347657490428556,9.548152284308443,3.810813906013104,7.264421153009125,9.325535300009905,3.2171063128755844,9.108637787265394,6.916832981690644,6.8057562146255695
b0034,4.63998124521796,5.179667334074974,4.146356825927717,3.9984698882838594,5.418372634081527,0.0,4.646858379866905,5.402433451477806,4.076243390605946,4.424827151942517,5.613861978751806,4.1330647487519485,3.7335957548823213,5.687275805599594,3.688519164735923,4.536305758648932,5.6583930660880375,4.098069424047505,5.311797178967642,4.568220121806375,4.2619390157009285
b0035,0.43974218372050805,1.1941519211558431,0.0,1.5272640220820386,0.5934180640154678,0.0,1.6332459999421802,0.7038679321088063,1.3328161089085038,0.6992969141515171,1.261547735103618,1.0056687986666513,1.8383361123070743,0.0,1.219187329278334,0.869119127867364,0.5225285488828397,0.0,1.675950425941021,0.7724503730424499,0.521235985285381
b0036,0.8510830183526428,0.9771226354847627,1.4241632792826695,2.105195070346172,1.5424659660125468,4.958680716155404,1.3676997971253435,0.5586101490833806,1.5377954257953266,1.7419528683682866,1.6330248519317843,0.0,1.554292291363185,0.932943819007144,1.5836646092305793,1.1654140144609078,0.8643069472937427,2.187250785579444,2.2020874004099396,1.8727852541805534,1.2071899653981533
b0037,2.959098736746281,3.6546365795729363,2.884907407627764,1.9499285189545474,3.565162351359431,0.0,2.6000723661348326,3.1908602621049513,2.3344714759518106,2.2254777544784123,3.665942066526227,2.580855808789507,2.1784904135272343,3.6955575484106933,2.333673950978305,2.4331747236108834,3.5077445147347808,1.8352132381889987,3.293415803375031,2.371420432795774,2.2650174078193896
b0038,3.162543310131983,3.862153907202533,2.8022953723838997,2.5536880940410214,3.8900373238867263,5.316282258118018,2.761267576377251,3.689348066598889,2.502790475968779,2.754918491875925,3.9298222004411927,2.6734356347678787,2.906808827953489,3.3767443869160436,2.6218990450540978,2.5392094653735793,4.104467103102088,2.917134532517165,3.542513263765285,2.737623901380777,2.384938594650646
b0039,3.2720604256110155,3.8400138853517003,3.359232190456294,3.187593158753913,4.37376596836804,0.0,3.2772867237010535,3.8080212505052073,3.229190990089091,3.2549238105745495,3.474629380066156,3.5781859758337706,3.2516247119094612,3.6869303604716466,3.583493078823548,3.255122590940444,4.3350647091820536,3.1748823313353425,4.283269708136434,3.0571588020169336,2.8679879853725154
b0040,0.7613551986991218,1.419516703379008,0.5227917458814477,1.564709558453063,1.5776782533523976,0.0,0.3486206384303211,1.566844401765339,1.1276815420487991,0.8887606147905402,0.8621629247883784,0.8370078011524102,0.4874389214021085,0.9585635646911661,1.1986702963400753,1.1951845210062295,1.07500822163338,1.3677136673840258,1.7712282853979526,1.5527661321915538,0.22621867150216823
b0041,0.8635370941847784,1.2119495653175698,2.148181029518818,1.2886061322036169,1.5607815162761354,4.985593512813094,1.3847895826633898,1.7698754780260395,1.734935265480465,1.859789153987695,1.0505065467017392,2.4945273466147393,1.367182736132951,0.0,2.3426459612118182,1.821431153621296,2.2265948537224554,1.843271466711599,2.0747020994034413,1.7835690972258829,2.000816147144757
b0042,0.29110534318336423,0.3441243879160627,1.2659033411307399,1.569643379589541,0.9691437139871824,4.706661700758023,1.4638557566791273,0.8392232609050505,1.3719907517428043,0.6662710892545369,0.5244614749749064,1.1792927436839433,1.555503838360258,1.3318254418004072,1.6244161247038391,1.3537178931037956,0.9696964270160751,0.8854619854444205,1.171267809609208,0.9173123720116736,1.2419305336008162
b0043,0.5762146065074195,0.2596266059365488,0.5984630420320742,0.6565153627732738,0.5531691232629261,4.276542705110154,0.7168011823397028,1.4503164084831588,1.112709091938619,1.3647269964209203,0.9727904263137326,0.9453429556176808,1.8489559433145513,0.0,0.3839938915530394,1.4372304672661347,1.2033884007030597,0.9488355718092305,1.0702123131443944,1.0963880668837422,0.9994223154472721
b0044,1.3001639751332354,0.0,0.0,1.1938379375894261,1.0314907429375506,0.0,1.2856365685533782,0.0,1.621989835740619,1.1889779251725952,0.0,1.617412092276097,1.0406978555589328,0.0,0.0,0.0,1.4809622185213391,0.0,1.3995309037523584,0.0,0.0
b0045,0.707049535098865,0.9653510257027715,0.5818181777570363,0.6385856021711018,0.7461209673036691,0.0,0.6975895616089097,0.6397394623703465,1.48397460259824,1.1669207190724604,0.3896077863006549,0.92172175634931,1.245819289660871,0.619639164775203,1.1233935936318349,1.070527749224107,0.47229912099043025,0.3780989184834101,1.2192373760093784,1.07020711456057,0.2547010828526937
b0046,5.273506046434456,4.223553720450817,4.5502122924628505,5.019092087060568,4.456378817300479,0.0,4.78218714546433,4.364424010477949,4.2504121753428095,4.660873190594222,4.353535815068259,4.80334049713762,4.546150193164621,4.57761926278705,4.534400382777915,4.34474275549956,4.499375761397799,4.64682557853518,5.243076274742725,4.552336970903072,4.126655715143117
b0047,4.202379593312948,3.637089272040721,3.9598883942495258,4.271470785762089,3.798359405351744,3.775864073855016,4.231330629896048,3.8039706026071167,3.888804664517336,4.012242071455765,3.541033711176004,3.9733812968437796,4.060894342914512,2.7556716583192267,3.747308660490474,3.721653862386949,3.409131449697968,3.7921904961516293,4.473072564616944,3.8559051051274946,3.6067198063235595
b0048,6.665029861956064,6.177298937906999,6.098946949442025,7.129914938547369,6.588342051943978,0.0,7.0830757250516445,6.293317642953169,6.79074620479297,7.013988639449531,6.107853271024196,6.96687450983665,7.134974269309336,6.6545939163702865,6.5578328439978915,6.556403421621546,6.586773771116403,6.504597545807531,7.465096441432745,6.426489974250275,6.630160461304976
b0049,5.92979364782353,6.077338679640902,5.959313399306634,6.007748636492506,6.073585552912212,5.8360005311519565,5.689231043796656,6.160686581094011,5.770800035617917,5.6866162138533864,5.913501799186448,5.754729626295843,5.528205376093916,6.122324642283518,5.66719043665852,5.556659682383349,6.031484402716825,5.637021407247202,6.828208109648083,5.738173725278069,5.8818550739986275
b0050,8.362700260779492,8.560739879051026,8.605806095510195,7.773397592540412,8.897022446051684,11.290171624906312,7.858968754267396,8.28401312459199,8.384872044436786,8.185436990210459,8.607087230672667,8.318824011017995,7.813330997968889,8.29839068735855,8.268335819840003,8.32572950843078,9.143896589584816,8.444472122145594,8.802771416108786,7.940723104882918,7.922105894198427
b0051,7.623967603505513,8.164211465843607,7.196644613412862,7.278793518804988,7.822413578177828,8.173847680759735,7.210488268987226,7.942868462668346,7.451255212363453,7.1500842393434345,8.120614372710007,7.19625803719244,7.191821040250554,7.758881634761922,7.376778554208162,7.497983529864981,7.733514889951023,7.809564122570756,8.229650724187463,7.409733408277612,7.194686957052217
b0052,6.913587688784227,7.511548519771155,6.6993761110555745,6.674340827608992,7.127355236444252,0.0,6.794573306568418,7.309920661092825,6.465178789327407,6.524136186567113,7.457644076648777,6.169866766742085,6.599278524505744,7.154590411697103,6.569170804382442,6.801248034943965,7.187262518504601,6.6346688253579105,7.689265701282867,6.759952323530631,6.558654349411647
b0053,8.573577080114307,8.231218457394942,7.982482046454575,8.43179749252683,8.233667748798247,7.906578218736909,8.368459920143223,8.321085126194982,8.119684032970047,8.217835080585754,8.17886350996942,7.981714960533497,8.250458371718983,8.300449030575685,7.985831247877894,8.196029872665868,8.0894929774277,7.877308871894049,9.120375731521797,8.265955858269372,8.024542109319759
b0054,9.039298959234566,8.958928403263755,8.756715125803318,8.540942028488638,9.05441838068156,9.853520641143891,8.69858567173095,8.791827604763963,8.6750462792261,8.763971323948637,9.014244892657711,8.535425948997508,8.640090944641708,8.742296865000558,8.718707893128816,8.871068157635241,9.1418121996417,8.83298562959882,9.370918964801811,8.723581003344869,8.585395120174391
b0055,5.946112868721941,5.574294480090329,5.164559747996579,5.435086455426544,5.556576434260712,4.906410558396407,5.020793184908454,5.42300063639913,4.905430989797678,5.1243287359121705,5.039299818232408,5.017414557500404,5.080490867554786,5.427459854999001,5.212281460504347,5.1219729959597835,5.259355229008571,4.72427612373488,5.842272478329084,5.419588565212096,5.117910315123146
b0056,6.242841464271692,5.307051872960501,5.3082176884246035,5.593336737822981,5.758116288162004,0.0,5.314816598829993,5.646678705497737,5.340909099293144,5.584870543504491,5.356312725895543,4.830330067871842,5.348921605749139,4.520679656702163,5.192567784011483,5.626401922941207,5.636273265316657,5.515815827194074,5.859753592571135,5.5829073207918,5.461501985629094
b0057,8.533566292349985,6.91523826735836,7.7362490589803325,7.339193742151106,7.354458423190278,7.226691247523993,7.389630589536572,6.822719803065912,7.380349383959626,8.045107191125178,7.060284504698536,6.961463764090056,7.5150852986472865,7.346935079820733,7.334887088383505,8.067631662867244,7.797345229233797,7.314114913750902,7.134013271291949,7.679475317940207,7.819173003948383
b0058,4.746720029317177,5.057287892533986,5.173427601983476,4.834475353423051,5.136343292797619,0.0,3.94778273591246,5.023910532335974,5.129428013100694,4.127299286198884,4.896403944254476,5.141400349104973,4.211843271535525,3.91414052390584,5.124953731323834,4.2298380856644355,4.855244019013915,5.098399626530834,5.535799957445174,4.515862615171193,4.052025376640838
b0059,5.704571886397816,6.073424118416771,5.889159369693931,5.438008006441891,5.976427968961667,5.068249350136204,5.260137533235204,6.15876768078916,6.061241043647926,5.236848194462761,5.969339549000815,6.121897533976514,5.3015764731846735,5.959069602732816,6.0401058458034464,5.106003488742008,5.92723543406785,5.7945327699328715,6.352278833064046,5.640349494774471,5.223531139483769
b0060,4.171010966639844,3.8673119301685728,4.160180439615921,3.6449650998666137,3.6148383713663144,3.4669875061441746,3.5533854003305922,3.7361126650128913,3.9185645689083,3.49382841846141,3.613209474867466,3.631853189396219,3.293222693334256,3.87502360843394,3.859590245555635,3.535088216399465,3.977390381643347,4.039274555732298,4.920591101188205,3.641254672068233,3.6033376051729165
b0061,2.009348682473621,0.0,0.0,0.0,0.0,0.0,0.0,0.6172928227161588,0.0,0.0,0.6720605529604253,0.8920599852245228,0.5235332421910708,0.0,1.089353798323191,1.0375783299347732,0.0,0.6539096243269694,1.2361661508466646,0.3792509890242631,0.7983101515552037
b0062,1.7579397191923438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0063,1.7452336569940383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0064,5.0902197605147546,4.346393813058931,5.684620889279349,5.938484986755269,4.64081786073609,4.802825826425291,6.002927797325667,4.574848908657809,6.029889295060662,5.756186017766686,3.6719089149196114,5.732784277614893,5.717338238735234,3.5321531557458004,5.947746658417285,6.115931755600436,4.194901033183179,5.418596539368615,6.037305028053679,6.059775139981984,5.430758790623393
b0065,4.834443492047232,4.851171011592471,5.319061379495191,5.763464520925347,4.8337016485016,4.996510210583085,5.727028763484554,5.068266569324245,5.283244072499041,5.340264080002382,4.597690154733383,5.3746524945178775,5.720872556572587,4.549607900756224,5.544111237361087,5.320175870322756,4.497004241121679,5.5193744040388015,6.20501620160807,5.763989328908076,4.966158480502374
b0066,4.946210058565535,2.7673244922483655,1.940993666453003,1.8689145833062908,3.387422842724962,6.10192006354337,1.7526421231810247,2.8837040804696787,1.1917224708533105,2.057995519923136,3.1177626339879985,1.8304391575106616,2.0176215152476695,3.0279115203122924,1.4246105186333824,1.6306483734853852,2.9684803319616555,1.0989116897860813,2.6779802343274324,1.763414950497799,1.5057524966949323
b0067,5.4597909024014735,3.8309893925797076,2.231545926460103,1.9972644735293203,3.8141684304210166,5.900524651384127,2.7891538686432904,3.8916212502319922,2.496605315431279,1.8143130321359513,3.5876980582640963,2.2318671072562815,1.9392303862661509,3.8386866456710145,2.2921636126713367,2.348653701214906,3.1318932833810047,2.5740397610293613,1.9739970676526473,1.8471698943521107,1.6938016069742248
b0068,7.449528103775572,5.020664473083425,3.7840605289174793,3.273184601529079,5.1634370661736035,0.0,3.358768600456278,4.855492761472237,3.9910209628299396,3.2932667123623656,4.904880544230041,3.7773796461815463,3.4049522201015425,5.134738194514889,4.014030130852531,3.276134338277669,4.924130185458284,3.627214407467504,3.8384514625963218,3.6172189623026574,2.5767984296166246
b0069,4.785581750860178,4.844759105564882,4.595368605418379,4.275183376426993,4.544449378513337,4.886056208278618,4.375417637423301,4.8382038689209494,4.35861163680943,4.348063823335279,4.724460962810327,4.586189972687409,4.432482180123935,4.772046083778399,4.480903995811116,4.426346514622064,4.788506785702856,4.677087444359518,4.572390202064966,4.569616696468054,4.087205160338042
b4662,6.571923105732898,6.38651828234772,6.661778407994501,7.687063161977743,6.251297713954753,7.493543505671079,7.244001501815858,6.996639663826141,6.920600137016469,7.587129538779331,6.059608422429664,6.647826748204633,7.404176917906155,7.091086315028655,6.5871282201690144,5.6712693027221945,7.116562080550518,6.259046746625495,8.654969983725447,7.229022620768026,7.599134979925507
b0070,4.209934120746133,3.4463334973127333,3.146776534514138,4.312648281501629,3.5499587538165134,0.0,4.070894134709224,3.863445194475338,3.853140753331764,4.360408949516814,3.0627592947034876,3.821271670098301,4.329892072890765,3.574102981943284,4.320078245746522,4.185430317488368,3.364376677846866,3.757547610401005,4.62699517686174,4.334082300230852,4.32038972920395
b0071,10.510699717460351,9.796957310900465,8.74482749081241,9.114225639430382,9.936707849111777,9.196088121498704,9.125720593952366,9.739297311751546,8.918616665989596,9.177073413816105,9.4044979445924,9.152618564544298,9.133722013924082,9.434672940523429,9.06943905594388,9.136590005550987,9.871641611659545,8.839394417324353,10.132465222154327,9.137454056018614,9.256749853363475
b0072,10.401039924729334,9.600313310320225,8.59031647380681,9.182233108773215,9.82802260377388,8.835717077612628,8.993507705049783,9.680281278298224,8.765587593867208,9.131923199413333,9.225193320955583,8.979620517746193,9.126414091807916,9.192362585708004,8.915380913006732,8.96865423939604,9.635188356269886,8.50184397486311,10.212334452563594,9.01919317600218,9.177642913578689
b0073,9.854847051222237,9.304094323721648,8.371642342763918,8.893012067230327,9.472425849769248,8.142706138741751,8.750413156054385,9.40213891358294,8.469589395644856,8.787420088361952,9.04900935884503,8.656628978519446,8.849701879039126,9.022201127671849,8.620109489751242,8.948911727969595,9.306356712378777,8.139830219191914,9.849137326371151,8.748419243317144,8.892841692999513
b0074,10.732069403555187,9.668464164613976,9.119364459974209,9.33315324781003,9.74674239453808,9.913021452971753,9.511062845411614,9.551189611121696,9.135796281181305,9.509245259934941,9.406788486396396,9.27822667317365,9.586074104399534,9.249773822308516,9.305256609692467,9.81026152529425,9.76941470088698,8.962506705319697,10.106192888551076,9.427721858826253,9.596290776094289
