Geneid,DDB-I-SF-S1-001-A3_S21,DDB-PD-003-AMBR-R10--S03-RNA_S2,DDB-PD-003-AMBR-R10--S07-RNA_S8,DDB-PD-003-AMBR-R10--S12-RNA_S13,DDB-PD-003-AMBR-R15--S03-RNA_S3,DDB-PD-003-AMBR-R15--S07-RNA_S9,DDB-PD-003-AMBR-R15--S12-RNA_S14,DDB-PD-003-AMBR-R16--S03-RNA_S4,DDB-PD-003-AMBR-R16--S07-RNA_S10,DDB-PD-003-AMBR-R16--S12-RNA_S15,DDB-PD-003-AMBR-R21--S03-RNA_S5,DDB-PD-003-AMBR-R21--S07-RNA_S11,DDB-PD-003-AMBR-R21--S12-RNA_S16,DDB-PD-003-AMBR-R22--S03-RNA_S6,DDB-PD-003-AMBR-R22--S07-RNA_S12,DDB-PD-003-AMBR-R22--S12-RNA_S17,DDB-PD-003-AMBR-R9--S03-RNA_S1,DDB-PD-003-AMBR-R9--S07-RNA_S7,DDB-PD-009-AMBR-R11--S11-RNA_S20,DDB-PD-009-AMBR-R7--S10-RNA_S18,DDB-PD-009-AMBR-R8--S10-RNA_S19
b2421,8.35958018199794,7.946539418689085,7.094524275987508,7.146571566015368,8.263580695553946,7.03002915077427,7.119335567573038,7.893423622162067,7.061280068670376,7.4528813073486155,8.02995008912126,7.2590750961041035,7.208461539803266,8.153036945088942,7.2195257091361,7.365456953213783,8.148237933033801,6.998966065519708,7.552669082682649,7.187715294026798,7.345114443745698
b2422,7.60248944890552,7.689681840181511,7.125124382112778,7.0374341140428065,7.7927284103865135,7.894753807932143,7.119335567573038,7.670686731546795,7.28852905799364,7.218027973891263,7.841087514857221,7.266618539691723,7.181879955638955,7.700178446250986,7.263289728403481,7.450815982938381,7.793343745720809,7.190119564057535,7.473350290914143,7.22184021263478,7.1474833196412275
b2423,6.623683040182954,6.527445302616261,6.010016767006973,6.710309615112582,6.626936317193309,4.807581705616905,6.4513780437561286,6.610779415396922,6.368759553477033,6.338970691194797,6.431759753621163,6.368006670245074,6.301183786718764,6.742124887115192,5.888578906072543,6.215856851973242,6.420543329074859,5.7011910429616695,6.730045794306717,6.130064940926868,6.205800799763995
b2424,5.473628929641106,5.695217328306937,4.380842840271624,5.752540594262935,5.6239743548648615,4.8759930950573676,5.275640731321572,6.045765093237403,5.27325336741645,4.987224433137736,5.326185677243478,4.777465922799601,5.096879463916624,5.80317161464653,4.723106383053498,4.661483371863831,5.332020123570781,4.916052020961064,5.3878949666940255,5.071207504985323,4.891414124898588
b2425,8.363888334240789,8.30440535138137,7.978011294116974,7.872608123929106,8.66249218553351,8.245008671210984,7.872341771078798,8.29716254522369,7.973777324504445,8.09764768078943,8.463767912403155,8.119120398995083,7.957658703406659,8.67682376384855,7.971941941886708,8.00973432964461,8.66106002771756,7.516401905073528,8.283473341692956,7.973938274218445,7.9204215733916365
b2426,5.521702423911157,5.913460926712982,7.648642509570211,8.542129052567565,6.107765707636209,5.924503983651145,8.4947973149625,5.449671533472565,7.801910831710639,8.53983494071569,5.731797480165086,7.8805105131262785,8.562777069399232,6.101629140969811,7.701388915565423,8.303168841047784,5.974596895097491,7.6148355540765,7.902540989245708,8.355696352361901,7.7698438724448895
b2427,3.5304505079083945,3.1675726268994895,2.9892091640060605,3.6132109753957797,3.43474993450244,0.0,3.8106035848001025,2.8205627865962266,3.4282915322118757,3.8612657972294304,3.1211918358360937,2.8576057480692314,3.7077063847312695,3.0867608422918167,2.796289110922074,3.5971775529791556,2.810014817393434,3.3650122242697154,3.427634781015231,3.5819989442306146,2.866899219643754
b2428,3.6976043174074262,3.1572123762535487,4.043531492157655,5.090554109195968,3.7445819131012605,0.0,5.038037798807118,3.3963977374211454,4.393378348306702,4.865398996309142,3.2850180788855754,4.475709190818083,5.221891274458494,3.2873661711198583,4.37080077841215,5.0618880629650835,3.593546398337016,4.538950299306068,4.391398055326851,4.658923900273035,4.092266531008053
b2429,2.660077720024936,3.0839166000356557,3.545877639158541,4.3769579586774,2.788415754970102,5.095975097234792,4.2270468992316435,2.4419711153723354,3.893276577958287,4.377733297040214,2.9383749259309604,3.5172836140629524,4.383450771508095,2.8110050648705482,3.963208343445386,4.487034569516036,2.6437624014792065,3.9858551280382453,3.7635233844790554,4.3597523561649,3.4013312470210018
b2430,2.898300399018527,2.852473509999267,4.411457714475284,4.479753240808367,2.852319839841191,0.0,4.5170038199572256,2.546350097656873,4.032349095940408,4.5431616348766966,2.673484078700031,4.232748357094396,4.6321776722562555,3.3658382315589934,4.003346880095455,4.662826025700761,2.686123061328969,4.1554663527758535,3.751955870919496,4.207794517914372,3.828285415468095
b2431,6.509287804012555,6.077681644489848,6.443184234703263,6.59996974101952,6.4898769033193275,0.0,6.4436678992741045,6.34919350207954,6.6967723048626535,6.352010417499889,5.7112682239260115,6.7129871919994715,6.55513485805182,6.371256761119636,6.6870911512446005,6.2917539274339305,6.088906619338566,6.428650614878946,6.612468890762172,6.644599578656408,6.557063065002893
b2432,6.671254311479784,6.818894840311337,6.752600480811433,6.876863749860793,6.616248729214643,5.394692286063563,7.066147089323119,6.815408811510045,7.147551019666469,6.815988970312785,6.443529156917459,6.918362538754919,6.6941918932141595,6.893123494582261,7.100917462277465,6.718537731540397,6.146952263907072,6.9977315582605755,6.541427806581874,7.01803384081353,6.6131519453253205
b2433,5.687799051629315,4.658086982413251,4.779575216189361,5.747932445490497,4.957501355869934,0.0,5.497362136512627,5.285102248269285,5.256921207791272,5.3479652864414815,4.274574965352559,5.146310649826181,5.491226415612275,5.0338747979573135,4.937969636659661,4.786363082304276,5.085799008914473,4.5343408278398565,4.984877107540447,5.088191657560608,4.9140211406723315
b2434,5.684474315733115,4.668036929093698,4.692131979084068,5.7103688369693195,5.529109966259602,0.0,5.660410504865043,5.234291177974244,5.229812633382528,5.496012056494537,4.542039990020215,5.327361849747938,5.254238140949911,5.110595763645452,5.469256627930268,5.382233389640049,5.087512888066484,5.300544284956118,5.429097257488566,5.350129433811211,5.373324023085929
b2435,6.594275826581259,5.966780823199603,4.938294207826942,6.07668085477219,6.355454814744387,0.0,5.7247390311048845,6.235190204057865,5.503626308326459,5.914499591335631,5.79669975946523,5.395047627366105,5.95990910003703,6.0949464692649125,5.439782507218649,5.439353914169069,6.02990103781883,5.3381295337776224,6.184229150971082,5.846124308056698,5.696203373019992
b2436,4.523375855381806,4.705628258239792,3.9038259150892674,4.460330591167219,4.894071030008009,0.0,4.016512500653285,4.516433349953574,4.192896378469971,4.049955318872906,4.405286006419243,3.8971032768067264,3.478885919256841,4.381986620582734,3.5731250694858927,4.434635614930714,4.294990005236626,3.4270554255901353,4.565116097521823,4.514529019740889,3.9610973871174613
b2437,3.0704490316733684,2.047117252607119,2.7344667248801913,3.1858357171389295,2.321367302062748,4.5524508731949975,2.302379578553125,2.0623219283565484,2.677898103554234,2.7972293135587,2.0487490369544052,2.135547185965138,2.1602291759593815,2.3425057928182302,2.122488402172043,3.033949886895418,1.9780669900672925,2.8205403327109653,3.0691371563903598,2.799487757926755,2.877835870150236
b2438,4.823985554693878,3.6610072365323982,4.4679669780755615,3.840286143971092,3.5612024034784366,0.0,3.4487555108101144,2.7938308931702043,3.4000293525085645,3.8322456504349565,2.5718571585717456,3.8153932757893916,4.121770255459494,3.2567319001689996,3.839691791927946,4.322870083291425,3.464685582064715,4.211444982719891,3.535315805534566,3.5680319343567612,3.5583390123005114
b2439,4.658328511834168,3.119287088093746,4.09085372538097,3.85646144146532,3.3380612600382666,0.0,4.262727800360952,3.4771820990526785,3.331648577730538,3.6052736366918463,3.4609238058521825,3.7692508374588027,4.020058040543336,3.2723051961198513,3.620395927163165,3.9128965674743745,3.1718814058644726,3.5710304486826487,3.8836722454499917,3.5582991514071516,4.052025376640838
b2440,5.409571790427499,4.063234217257316,4.294807300581318,4.423744803751141,4.459142197187717,6.748969813589903,4.63131250315745,3.8473100955084862,4.733888833512169,4.784860686312141,4.514603481103345,3.467503293912395,4.829374594375274,3.875830810362232,4.414855910243769,4.846999088212746,4.3651328072133815,4.280001055415449,4.340521230571073,4.64599327509388,4.542364776145977
b2441,5.58055986161252,4.591118455850973,3.915329547336192,4.245628511937034,4.595895379871795,0.0,4.7301004356051095,4.227823373829115,4.507811621214187,4.375517301947147,4.118795128649899,4.3701771495680966,4.855202761565803,4.767320725162569,4.622279022473434,4.6762637762212735,4.45470233647644,4.540409263205484,4.416210368638881,4.75306544439114,4.529430525043834
b2442,6.500478461271738,5.7576104108728225,5.712690292304419,5.940748800440155,6.245397507729034,6.626911061689422,5.953489770656537,5.929439057561566,5.793131920691666,6.059706761564424,6.150230400197801,5.849462136411615,5.868404340875692,6.083024242276027,5.726280092668989,5.9869758953694125,6.3343279493013025,5.445739104334048,5.564986273947131,6.109020383742783,5.994492918028373
b2443,4.480486910774679,2.5218316416231756,3.3611323814718244,3.510596035196568,3.49885563848915,0.0,2.6230005120411244,2.7632189826633335,2.998444205357682,2.9800237898082993,2.76326132261348,1.9196939748202198,3.8830120791919005,2.446884146470466,2.7008646024712584,3.1058239098086613,2.4907432556526716,2.970530276556289,3.4245308615173764,3.4301090256738904,3.6108393706743085
b2444,3.3809393491194077,2.622379330224107,0.0,3.0937629361794374,1.7844222260249265,0.0,2.5969759749911954,2.0077783765816624,2.824142586601159,3.0861325409588285,2.9476572138188017,1.7745682401236547,0.0,1.9652861992479018,0.0,0.994843813227904,1.6309591450509893,2.9048708808729193,2.6494014564859794,2.3932321195412873,1.6280770877078952
b2445,1.9462789292162905,1.9071773535309535,1.4818619686159271,2.0053568327831317,1.7844222260249265,0.0,1.6980053033520677,1.5918786813371035,0.8567260027022664,1.9988693229687304,0.0,1.3863901329019983,1.7971989030163018,0.0,2.067229889473762,1.5780834817239608,1.924575460679022,1.0576821995461299,1.3775140474605818,1.9394346362674664,0.0
b2446,4.505736424658833,2.8248253130819356,3.7754222785825218,3.928701745244993,3.374995360398384,0.0,3.7980536330084425,3.0232844977219764,3.798718726442511,3.8778914915256437,2.573295352382973,3.933974666587836,3.745544695255996,3.699971405944259,3.243451796105916,3.855145752829748,3.4043888081176052,3.2651024305831426,3.110510226847803,3.5283794943174476,3.1728131736351326
b2447,4.142774407026377,2.7122850537747643,3.3090470852949334,3.6132109753957797,3.9236178345258894,0.0,3.518210972779039,3.286830719221666,3.5334228351018786,4.124735537099115,3.4240203592639973,3.811079428796123,3.8407060524076906,3.0388295281515783,4.130773887186852,3.8235420475018174,3.3077868009532176,3.379414213038197,3.6457876796974444,4.0133485950395515,3.9343797050149463
b2448,2.118696663132862,1.2281264941552212,2.64413122585795,2.561976576358522,2.0642368233711563,0.0,2.695481422734537,1.568739424979827,2.523486112264101,1.7815388993232628,1.0652359379479095,2.517882729925154,2.077930510362506,1.5313148430050803,1.621318294168196,1.1967959738495864,1.6075103959576704,0.0,1.168719230418544,2.111581543228623,2.526782491017905
b2449,6.317914464183425,5.11169460208862,5.821669632606597,5.77569684000646,5.266532734697095,0.0,5.597460805191118,5.475803657752734,5.897916790688938,5.754732668976932,4.527763212350219,5.715134797514577,5.704154323589714,4.392433450177274,5.975363577813333,5.554285002600575,4.715361857804242,5.87983850055642,5.244690153176558,5.7614924898816495,6.010789447080436
b2450,5.395128960682108,5.316386115095747,5.386900645336546,5.7206370660167964,5.165804416382862,0.0,5.523253545522523,5.0694267117440655,5.327637753558548,5.310404640939522,5.197264954820211,5.347319782006776,5.672280457955436,5.5233643035446445,5.241242886543482,5.169053429141375,4.802711984505524,5.0018688039137835,5.448402522244205,5.774441349950583,5.115094601383735
b2451,1.5607597530544401,1.5792375568794912,0.9579306202300534,1.7557920964680052,1.651598761873579,5.116772308826988,1.7482998512645547,1.0418456344427345,1.5450526382706535,1.959030369930161,1.4671893024548424,1.8260005439649045,1.9332931618050893,0.5935722388132092,1.5640165563455666,1.8517799259256158,1.6802057519334235,2.141155296155286,1.2798502019386522,1.5546516929634806,1.8337448838134247
b2452,1.44172889124167,0.8696671606102075,1.388314379413187,2.1125254547764523,1.3047851733805518,0.0,1.5969387369649608,1.775349736685094,1.43675035184063,2.0015117389980155,1.2303715211773987,1.5567094525152816,1.7997091494138235,0.0,1.8314277462224333,1.9948971630908066,1.177209566925645,1.5615032452034077,1.230063245305845,2.0249879864301397,1.8136657966681162
b2453,0.7732572565731632,1.0482346214361584,0.0,1.1690184644828996,0.8150598858519705,4.386282367598288,1.4557042423253308,0.39269655054237146,0.0,1.4364544431820019,0.0,0.0,1.3435659948300476,0.0,0.7318121096621866,0.8658181478566256,0.8155475578381051,0.7414829233695746,0.7612649047232926,1.4654416574489841,0.282728239129632
b2454,1.0046803600475425,0.0,0.0,1.4710248231237097,0.44283458913991286,0.0,1.3128276232512506,0.9169168476915255,1.2809661214029775,1.6789726566854344,0.5785934327335114,1.6484466118474166,1.826366840471688,0.8904625431561954,0.5547368951374784,1.8584932875476292,0.5482230062251039,0.96617590291221,0.9901689832357627,1.7005056780298793,1.3427841332049801
b2455,1.0356586224477897,1.0596518805552952,2.5141495002856318,1.965457403168752,1.0502635164107388,6.413534871037447,2.5883731700407226,0.6129940126360229,1.7417483065358939,2.265111812602979,0.9125836391032065,0.5102071558611965,2.2285800540525273,1.3373888191830066,1.8138664362977177,2.75291874892921,0.9400842045570774,1.7110988142709496,1.632362409912937,1.9931185807044591,1.7576313742368446
b2456,1.9727431593098088,0.9115751264268819,1.7213273029123954,1.1938379375894261,0.0,0.0,1.2856365685533782,0.0,1.0278592121726347,1.1889779251725952,1.2832829817112272,1.617412092276097,1.0406978555589328,0.0,0.0,2.606070709706751,0.0,1.9151615909382123,0.49522387633653453,1.668950295915272,0.0
b2457,2.5884499095643285,2.1546046662963736,1.7006664000305407,4.567052023144657,2.348035765391198,6.348057014414734,4.46781859118064,2.871990490275998,3.9306515467472853,3.886716077185338,2.3823836904322113,4.661771894023926,4.369974830951348,0.0,2.6644206305866334,4.329667633856757,2.5424248017651854,2.961159377324733,2.967184447318318,3.9952507430193576,3.6290674227202775
b2458,1.4096434660403225,1.5830935600184788,2.2938238438219662,3.2305910513060083,0.3737143010229289,0.0,3.1270791784007996,1.2997070168660945,1.9790341359884493,2.840301806298162,1.599475932849208,1.741051410891451,2.3761420758171368,1.6359780099829762,2.0311395148249014,2.9936195477677905,0.916666107024232,1.9057488659863933,2.4654665933197686,3.140631503343469,2.657820295470579
b2459,1.2077448386409273,0.7059641894123696,2.5699012002983537,2.8986423101862053,0.4584015775766799,0.0,3.1253218349932808,0.5482032560097609,1.8500971624243578,3.1736594409089416,1.019550670678865,1.6882197539245458,3.0348187578397035,1.4738525446073314,1.9741180676986576,3.051526549264726,1.289110492693764,2.576277611257598,2.22265547388985,3.0509882654310303,2.535653304665436
b2460,1.1375404905106616,0.7848827847978721,0.9579306202300534,3.5961255690467713,0.5143629010650378,5.116772308826988,3.977064743835388,1.64049123797935,2.8006553713561453,4.043538120862284,1.1220441232126281,0.0,3.208035559605398,2.3425057928182302,2.452224178738002,3.1702968947546624,1.5950302346194056,2.4720202995236367,3.0399624045483273,3.0793636392427493,3.236734592400271
b2461,0.5248365958161552,1.6390633652157585,3.412654805840539,4.040126134940131,1.8097950919473245,0.0,4.748575419431704,2.034626026830137,3.3716937025067732,4.0654786865249495,0.0,2.5762270047772486,3.8400607156460795,1.3154283167965168,3.4345278415780673,4.153142626048375,1.3852728618722845,3.7518945493448697,2.9325411212651913,3.5189367915485508,3.337561363177532
b2462,0.0,0.8116576118556069,1.570072746438016,2.108017267690527,0.9221774282009918,0.0,2.231876822011782,1.074594756426858,2.1897528710146283,2.4298217557387036,1.7900013394936218,0.0,3.455241474354798,2.39330798996035,1.7381756794996197,3.2814054022264205,0.8218903912706047,0.0,1.7896194299205446,3.1853142223410673,1.7208800028807
b2463,7.317518044727259,7.280582349481942,8.467116730439795,9.213931508951203,7.177528717161609,8.508342046407018,9.087168379028666,7.313957122355536,8.650376811383671,8.989621669872585,7.061613816475352,8.600562760485941,9.195551606449053,7.309722519714088,8.52083569211916,9.009287152173142,6.992937401258488,8.399228028805403,8.612178009306133,8.969811045667694,8.657180905087257
b2464,8.831815420761663,9.387324732717849,9.146283086778531,8.2496875776577,9.260894023036307,10.252501213838645,8.231655073870968,9.301461612361726,8.802654079242135,8.089186264861958,8.87381017296182,8.754636978413846,7.951457353195631,8.528253156641494,8.940395426886216,8.048561878967911,9.060687269631938,9.38700894541497,8.66115102607751,8.49055049779306,8.129798226199718
b2465,8.372050226174602,8.698067795939103,8.474099072051565,7.844867014701665,8.845080272457103,8.472201723710477,7.567315204705343,8.682518390105084,8.303366257948163,7.64401798653891,8.20085623504645,8.264191709532588,7.408992209243269,8.155840319322241,8.37237577130111,7.46257031205026,8.725197329661432,8.673379880098569,8.24927856227126,7.819047698965548,7.677198214597005
b2466,2.2729006875573723,1.969652885527394,1.1811210088021564,1.8017420635413006,2.2462516414518157,4.564309011979664,2.061184371841333,2.2974719635563368,2.1503764958903004,2.1797628744632083,2.0581494215997154,1.714662113129878,1.9695560926133384,2.144843077454068,1.7029120098781163,1.5218583920337654,2.477943313446568,0.8193153789055867,2.5504046051267655,2.0024015546391114,2.0712842407156584
b2467,6.131473656792007,5.703313718202369,4.650917405985732,5.260798893939209,5.881407996305066,6.377442883621837,4.627915164743039,5.663449659129811,4.667688639155921,4.8815684250563764,5.387734033201411,5.134466840026558,5.227824894088266,5.256220085643154,5.103799614098528,4.939345052307228,5.488259084758103,4.80852485689332,5.3185427951653335,4.978087620051124,5.41027662215079
b2468,2.2396736472031216,2.276434706769713,2.2252237532834727,2.805956026381158,2.1677135583495053,3.6945907339044552,2.6389340162838244,2.0673009178416026,2.753351302353444,2.4262569077437455,2.1167399378035237,1.4880063556114007,2.1817036501757583,2.086854461891305,2.0605572511455184,2.1945037332103157,1.901447187382122,1.7734969850096352,2.882432425765944,2.525065561933666,2.3296326148999875
b2469,3.053998418370848,3.9090991211352666,3.3695295452679597,3.837785698072668,3.3242383201393793,0.0,3.846987748104341,3.653086310436359,3.36785757442874,3.629588893692983,2.963076925055299,3.2333180096905636,3.5533652164351692,3.3564823273053,3.7002071215421344,3.53923068774449,3.4605858256785758,3.376454123688093,3.6208705355300954,4.065836945324854,3.7920364646960008
b2470,2.725426737419745,2.709564489217769,2.6580741280230837,2.9164129809045094,2.6798237772408458,4.5722737833389715,2.5657020022138646,2.588025635457855,2.4383564467987564,2.8390351003067202,2.9065513252451907,2.6240134748390465,2.5092739101618604,2.482753461410071,2.6246611094471883,2.8314483138333784,2.6172724153549223,2.674215504667304,2.3042640112010444,2.830922199108412,2.335439244290412
b4606,5.745572774350919,6.009863696430236,7.7914888285013815,7.58943106701364,6.251297713954753,0.0,7.549602321280954,6.235190204057865,6.581298058377052,7.557494849055019,5.808966950206791,5.920420943690964,7.211064536326927,5.604082786392764,7.472580845144407,8.970686020124589,5.459181166369339,7.327704321614116,6.242221380384302,7.716056811548697,7.69177927291025
b2471,7.1194269490631825,6.577982363007564,6.266558532432239,6.224012280412609,6.14798227150987,0.0,6.319741928777113,6.342731090655835,5.8368883458921035,5.964300654951928,6.294695930209059,5.892328122165228,6.416766363613278,6.341058446743135,5.748704428057937,5.902982012913568,6.529882303898211,6.112582627453428,6.067745323688076,6.168460578455574,5.724405790334951
b2472,7.045170458886691,6.5737797927366515,6.157616007689108,6.265686238326936,6.61133994366292,0.0,6.287171194599025,6.67457496797576,6.374521050628452,6.352548994700052,6.289995586661834,6.277407268480772,6.233246113981615,6.6413792841463986,6.176453121224114,6.02442139963463,6.609082289364414,6.069608454654049,6.447326219362353,6.278333415019376,6.388313329748999
b4547,6.821655556319827,6.947893951835698,6.9401232235264905,6.598963301566578,6.55084870303726,0.0,6.3460790531095075,6.876398930492341,6.757386120380205,6.534422164151674,6.305128708430972,6.441949339271454,6.290132074352676,6.797179479575365,6.908185826220871,6.801914746162563,6.856241146757113,6.6478869432897305,6.687952170468136,6.825788947295683,6.480433894296984
b2473,4.320629630017457,3.77673197562492,3.250825263112251,4.43896470326311,4.186505943292819,0.0,3.9828517555963545,4.037326226266049,3.6005305941987467,4.026182287430676,3.3018813793501876,4.030222961203786,3.62356719594642,3.3506292063430667,2.843221586580475,3.230523560836247,3.4302020998360643,3.699359575508148,4.362717158786388,3.2299766606931444,3.974329231965207
b2474,5.487906295296623,5.724075035120819,5.1347444177049475,4.809399220863187,5.7456206901593045,5.583044309867454,4.885208559914321,5.596316550592749,4.845793415639818,4.565153627210867,5.841285137397442,5.001064682448197,4.635929797235656,5.52410535678444,5.0749260565421155,4.731363173939964,5.604743381933406,5.41857374924962,4.899334191409017,4.65453572747873,4.749426858602416
b2475,7.0982309867590025,6.745764083088515,6.489168119258393,6.621008236956985,7.065585641447701,6.788135613482838,6.415430196544943,6.882692132563307,6.2960608169072625,6.249599893787767,6.80593695966289,6.411231185347953,6.255787861520832,6.682742883552639,6.346989166456959,6.202643007416991,6.901199425654646,6.55224300674785,6.589256885459751,6.517025356097339,6.2425493618560965
b2476,8.791692931919448,9.185074946430507,7.257158344061368,7.961501162302971,8.89376159443226,5.093029839851542,7.782912040308329,9.14806662056188,7.312858437055029,7.758499237922411,9.015418238663692,6.949938285681126,8.030978753859625,9.336612004469266,6.712720854663812,7.534348233557399,8.810531920743813,6.8804990684768645,8.626253111299722,7.996609928624712,8.15588111674893
b2477,8.657148335750687,8.455779671697918,7.683473018339622,8.081043581260426,8.551585682706595,7.842721152300302,8.028301827467217,8.492220155668376,7.761329761618745,7.9416501858248845,8.361863176361648,7.898969670323316,7.8703243859310055,8.475272818122415,7.6526050327703405,7.922726477631347,8.46927419553068,7.548813198607098,8.153589696516681,7.8306858417346215,7.890691072929871
b2478,9.676875614803519,9.103506890196538,8.518956185810417,8.953795387164359,9.34878859322804,8.454747871117114,8.874344466732076,9.251339597417486,8.736495040750093,8.951291178664448,9.056268018309257,8.808154701443778,8.88187588480731,9.340136730204307,8.621745681540535,8.786911300405544,9.396100477545081,8.433040533081348,9.023173433892861,8.864772461820758,8.932122505601463
b2479,8.502535989742272,8.099305274889572,7.405890233737979,7.041428968807885,8.206591338550897,7.696418723125916,7.220678042094924,8.091552717699518,7.343100284227782,7.2373570912798,7.921480637158061,7.473470016197168,7.316063362166834,7.800830256528438,7.433957823638931,7.246927259439531,8.24351671502031,7.4863006022168035,7.3468831263953485,7.235870814331229,7.403613852169794
b2480,9.72319707853426,8.938795753326806,8.003767961007114,8.321327251995902,8.949895425249284,7.244832289579141,7.928758500707972,8.97853109471433,8.023512824097324,8.050581337093707,8.60192882044146,7.812782758653234,8.023633886223845,8.400113352720263,8.08646835605808,8.186842877746985,8.684682765575097,7.817299414150019,8.024774683412934,8.039660141273476,8.137884908421704
b2481,0.4230862075844891,0.496317992774465,0.0,0.6781160081345453,0.5720042453178824,0.0,0.0,0.0,0.0,0.0,0.7383229920383341,0.0,0.5779109313121664,0.0,0.0,0.48049057180867494,0.5032485575081299,0.7187894825346814,0.8183707113534532,0.4207406483363814,1.4139652514532863
b2482,1.5762634774000401,1.3971971472677824,0.9877832030459648,1.1926308389519744,1.7583240465911338,5.580943823256792,1.9528996702438748,1.0734684668709762,1.620541884855918,1.1877739912595189,0.8624843497494454,1.3074986560525135,1.6375190081176623,1.6432294782471455,0.6628114360367798,1.823926854593113,1.411926956180677,1.8358302709267895,1.298932546633237,1.6674800175436815,1.774143448240801
b2483,0.530395081816164,0.3421853630296186,0.7637881894415338,0.47629989524513405,0.0,0.0,0.0,0.835190359143333,0.0,0.4738740908844893,0.0,1.1741846785355863,0.0,0.0,0.49977986720872697,0.3307214442896664,0.4938064907529838,0.5069030423018448,0.5827180536453672,0.0,0.346306317518738
b2484,1.0170653644332404,1.1593304190277969,0.9403235364345743,0.33058248296135434,0.876022430765386,0.0,0.0,0.33124326363385087,1.0278592121726347,0.8220750225832719,0.895576589170281,0.4994232604399424,0.27672831805102915,0.5813551287362764,1.2404625492977255,1.01270194929899,0.922711047106554,0.8730006260336931,0.8632081500771078,1.1127513504198747,1.1700841049374264
b2485,1.5563582943333147,1.3556806608917753,1.0117530022170285,1.4377045058624327,1.509790360562884,0.0,0.7102784589779505,0.6515968625084799,1.7216967470024804,0.8870122817264057,1.1818809081307822,0.0,1.7392245587871862,0.0,2.0051706484072276,1.8584932875476292,1.2551081429176967,1.5054805465797596,1.1815804603063544,0.7162443160462258,1.3675390853969023
b2486,1.377710741360457,1.9594235928348165,0.8773532594416433,1.6373728369282272,2.2059734587654245,3.9966229162971674,1.7473381707727245,1.8423225385634026,1.2171489586598359,2.205976797616923,1.627449270825802,2.253255587753395,1.8088509757819136,1.2363323315010337,2.0796819907440667,2.0855053658565077,1.48271798051968,2.010514129324594,1.7280047161847256,1.5779364364762194,1.479984781960504
b2487,2.8198145615220302,2.309011246930644,2.622167985969713,2.611967048980494,2.5077544436732326,4.8759930950573676,2.3842119632522616,2.1906408133902593,2.2531712704558338,2.347198168294206,2.795353036255425,2.496304864607147,2.217491425023373,2.401687096384034,2.179321747268912,2.57981001929988,2.515204776762544,2.8522099893204778,2.2895841982008776,2.1333543984458547,2.2328546555473445
b2488,3.3586181814232736,3.0765729630875533,3.958078113358932,2.3434241538431366,3.3733414509674065,0.0,2.968285364681684,3.7281949487894046,2.8132091288417422,2.9544163990045793,3.098208149901763,3.282072787347267,2.4492303290514386,3.51984563455882,3.8010104827342146,3.3776829685763654,4.0726939631209085,3.8961032017839248,2.7724266702563445,2.834361943634603,3.5648872876720783
b2489,2.6489679789068448,2.3253739779965454,2.6393331063466334,1.7836187791273899,2.421729654018251,0.0,1.6701238808069532,2.1465550620499996,1.1261343791534628,2.48896551167616,2.265640445827056,2.698998813652062,2.3252699331293196,2.733149893730817,1.8421504792613075,2.0765524812954004,2.2952518145882315,2.7621630464608944,2.461149474041695,2.196679046958643,1.7536097977182186
b2490,3.344395607023585,1.7873285526486364,2.5347006750516274,1.8825161120292968,2.211565239490572,5.861452930857995,3.00034768995957,1.8848663283294933,2.415942650240802,2.0413504619257474,2.581967017212851,2.755978639917461,1.305047307053056,2.627210597362624,2.2606218190629894,2.515940733472689,3.0835423103780215,1.9605351339113866,2.68100917560626,1.8185809754602527,2.241061557508792
b2491,1.9354114280537331,2.436176850234918,1.722824542891546,1.6828485010283043,1.940469505727442,5.180093299975012,1.0204838591272898,1.4123307958025106,1.6234406441620202,1.9744824313352296,1.7033949935559387,1.472706377235327,1.5686836576026422,1.8011454078101328,1.2417020959408442,1.827009116180369,2.257086800890361,2.0608146602318427,1.9083760064497632,1.8052712643785,1.3409596429192017
b2492,2.161228134645558,1.9959852359792831,1.355387088625207,2.5372045888428936,1.4703919555845122,5.825948354835186,1.9732810060993067,2.4269674127768712,2.060759771627837,2.0140784619440217,1.55859835733829,2.381163177839341,2.079874406978657,0.0,2.2321035915433045,2.8158600746537754,0.9347043294233921,1.7443505928200458,1.488528194802523,1.984695975327981,1.6418059823940887
b2493,5.251143145138691,4.7950130745532755,4.511328601711892,5.5995741934055125,4.456378817300479,4.540697937682272,5.40372502214283,4.67227546496214,4.838581190069796,5.06407892495746,4.353535815068259,4.914837737889659,5.122304992286716,4.358517064270147,4.78702122881616,5.042994537578009,4.574834297412174,4.668307132505451,4.823807512954077,5.257081020365163,5.321595865853374
b2494,7.263359623391924,6.618217649786316,6.872217239942768,7.181175341864836,6.760568598610663,6.036360161536431,7.107547218978442,6.732735725503591,7.116455213484891,7.252184949584544,6.331766384731061,7.122412320471364,7.160366729403144,6.746982888832826,7.0453925424970505,7.040354296204309,6.697824589396438,6.8953173892938935,6.785640744275032,7.068454379605768,7.0373134835046605
