Sample,Total,Assigned,Unassigned_rRNA,Unassigned_Unmapped,Unassigned_Read_Type,Unassigned_Singleton,Unassigned_MappingQuality,Unassigned_Chimera,Unassigned_FragmentLength,Unassigned_Duplicate,Unassigned_MultiMapping,Unassigned_Secondary,Unassigned_NonSplit,Unassigned_NoFeatures,Unassigned_Overlapping_Length,Unassigned_Ambiguity,percent_assigned,reads_processed,reads_aligned,reads_aligned_percentage,not_aligned,not_aligned_percentage,Filename,File type,Encoding,Total Sequences,Sequences flagged as poor quality,Sequence length,%GC,total_deduplicated_percentage,avg_sequence_length,basic_statistics,per_base_sequence_quality,per_sequence_quality_scores,per_base_sequence_content,per_sequence_gc_content,per_base_n_content,sequence_length_distribution,sequence_duplication_levels,overrepresented_sequences,adapter_content,per_tile_sequence_quality,r_processed,r_with_adapters,r_written,bp_processed,quality_trimmed,bp_written,percent_trimmed,pe_sense,pe_antisense,failed,se_sense,se_antisense
ecoli_00138,9981655,8331501,11061,145059,0,0,0,0,43823,0,0,0,0,1156937,189452,103822,83.46813228868359,9981655.0,9836596.0,98.55,145059.0,1.45,ecoli_00138_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9981655.0,0.0,20-31,53.0,15.014021043296726,30.464088670666342,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,10039848,1192504,10039848,311235288,5917329,303878175,2.363842817206512,0.0218,0.4796,0.4985,,
ecoli_00139,6905505,5467472,5920,164589,0,0,0,0,3774,0,0,0,0,910542,189660,163548,79.17555631340502,6905505.0,6740916.0,97.62,164589.0,2.38,ecoli_00139_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6905505.0,0.0,20-31,52.0,19.075412217908905,30.57011326470693,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,6943528,2200116,6943528,215249368,1436487,210853887,2.042041303461574,0.0284,0.4776,0.494,,
ecoli_00140,9833866,7866328,18872,245492,0,0,0,0,8487,0,0,0,0,1060163,437652,196872,79.99222279416864,9833866.0,9588374.0,97.5,245492.0,2.5,ecoli_00140_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9833866.0,0.0,20-31,51.0,18.73687657808831,29.912494028289586,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,9924761,4648949,9924761,307667591,4422719,297422507,3.329919789959288,0.0326,0.4387,0.5286,,
ecoli_00141,9186192,7364372,10127,200742,0,0,0,0,4789,0,0,0,0,1135375,276181,194606,80.16784321512112,9186192.0,8985450.0,97.81,200742.0,2.19,ecoli_00141_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9186192.0,0.0,20-31,52.0,19.40796033975421,30.330179904796253,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,9250128,737203,9250128,286753968,4139235,281597889,1.7980846214480282,0.0316,0.4628,0.5057,,
ecoli_00142,3614911,2447068,1163,50874,0,0,0,0,6986,0,0,0,0,884952,143301,80567,67.69372745276439,3614911.0,3564037.0,98.59,50874.0,1.41,ecoli_00142_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,3614911.0,0.0,20-35,52.0,29.42711028667869,34.60552528125865,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,3630212,1000111,3630212,127057420,142007,125604264,1.1437002262441658,0.0387,0.515,0.4463,,
ecoli_00143,3542185,2896052,2639,69307,0,0,0,0,45629,0,0,0,0,271616,162032,94910,81.75891434241859,3542185.0,3472878.0,98.04,69307.0,1.96,ecoli_00143_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,3542185.0,0.0,20-31,50.0,26.185446662883066,30.553322878392855,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,3645785,1169664,3645785,113019335,146530,108942245,3.6074269946819273,0.0449,0.4307,0.5244,,
ecoli_00144,3950192,2494532,9508,63290,0,0,0,0,13768,0,0,0,0,1151376,137793,79925,63.14963930867158,3950192.0,3886902.0,98.4,63290.0,1.6,ecoli_00144_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,3950192.0,0.0,20-35,51.0,25.844564128240773,34.50913727737791,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,3966272,1073246,3966272,138819520,159255,137242327,1.1361464151439222,0.0379,0.5278,0.4343,,
ecoli_00145,3828665,2516665,1626,61105,0,0,0,0,15029,0,0,0,0,1020146,134097,79997,65.73218079931256,3828665.0,3767560.0,98.4,61105.0,1.6,ecoli_00145_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,3828665.0,0.0,20-35,50.0,24.451522819548767,34.5164202143567,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,3844985,1059935,3844985,134574475,150821,133016639,1.15760139506396,0.0354,0.5039,0.4607,,
ecoli_00146,5684743,4250634,937,299930,0,0,0,0,3612,0,0,0,0,885124,238120,6386,74.77266782332994,5684743.0,5384813.0,94.72,299930.0,5.28,ecoli_00146_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5684743.0,0.0,20-150,51.0,27.67884553712605,136.78379409588086,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,5689368,3217918,5689368,853405200,7900929,781011316,8.482943858321931,0.0155,0.4541,0.5304,,
ecoli_00147,6052480,4665956,654,307263,0,0,0,0,3716,0,0,0,0,767456,300590,6845,77.09163846885905,6052480.0,5745217.0,94.92,307263.0,5.08,ecoli_00147_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6052480.0,0.0,20-150,51.0,27.602925481455003,138.40922200486412,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,6057659,3195971,6057659,908648850,4990175,841685922,7.369505612646733,0.0174,0.4583,0.5243,,
ecoli_00148,6433834,4952872,481,330963,0,0,0,0,6451,0,0,0,0,806169,328134,8764,76.98165666070963,6433834.0,6102871.0,94.86,330963.0,5.14,ecoli_00148_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6433834.0,0.0,20-150,51.0,26.972365851676944,137.71460252160688,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,6439613,3436644,6439613,965941950,8274882,890237265,7.837394886928762,0.0174,0.4684,0.5143,,
ecoli_00149,5018265,3777215,746,285257,0,0,0,0,3675,0,0,0,0,743514,201566,6292,75.26934109697277,5018265.0,4733008.0,94.32,285257.0,5.68,ecoli_00149_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5018265.0,0.0,20-150,51.0,28.860842631014307,138.1226716803517,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,5023209,2693950,5023209,753481350,5634056,696462408,7.567399246179089,0.0145,0.455,0.5305,,
ecoli_00150,5859971,4414141,7891,306397,0,0,0,0,4258,0,0,0,0,818460,302245,6579,75.32701100397938,5859971.0,5553574.0,94.77,306397.0,5.23,ecoli_00150_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5859971.0,0.0,20-150,51.0,23.77647974734159,137.38589576637835,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,5865488,3225866,5865488,879823200,5095841,809226010,8.024020053119763,0.0176,0.4641,0.5183,,
ecoli_00151,3906008,1537833,1479914,55929,0,0,0,0,9857,0,0,0,0,685139,94728,42608,39.37096390995615,3906008.0,3850079.0,98.57,55929.0,1.43,ecoli_00151_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,3906008.0,0.0,20-35,52.0,21.222281733158475,34.53926617661817,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,3922738,1151666,3922738,137295830,143152,135630362,1.2130506804176064,0.4081,0.3212,0.2707,,
ecoli_00152,3787844,2268424,6136,48070,0,0,0,0,12774,0,0,0,0,1254473,129678,68289,59.886943601690035,3787844.0,3739774.0,98.73,48070.0,1.27,ecoli_00152_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,3787844.0,0.0,20-35,52.0,28.00486775222751,34.58993427395637,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,3804115,1086071,3804115,133144025,142150,131563816,1.18684184288405,0.1684,0.4225,0.4092,,
ecoli_00153,4295672,2332693,858353,66214,0,0,0,0,10435,0,0,0,0,830152,131091,66734,54.30333135304558,4295672.0,4229458.0,98.46,66214.0,1.54,ecoli_00153_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4295672.0,0.0,20-35,52.0,24.45906906421915,34.58862734398716,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,4313072,1237211,4313072,150957520,161736,149160938,1.1901242150771951,0.2353,0.3913,0.3733,,
ecoli_00154,4593070,3198723,6758,68768,0,0,0,0,10582,0,0,0,0,1050183,183226,74830,69.64237427254538,4593070.0,4524302.0,98.5,68768.0,1.5,ecoli_00154_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4593070.0,0.0,20-35,49.0,22.73635153624695,34.50403608044293,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,4614203,1272479,4614203,161497105,163734,159627611,1.1576021749739724,0.0554,0.5168,0.4278,,
ecoli_00155,5699287,2481254,1780814,302990,0,0,0,0,1785,0,0,0,0,955337,172578,4529,43.53621777601304,5699287.0,5396297.0,94.68,302990.0,5.32,ecoli_00155_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5699287.0,0.0,20-150,52.0,23.7009625361438,137.17662472516298,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,,5706374,3256075,5706374,855956100,2590925,785713749,8.206302986800376,0.3494,0.3496,0.301,,
ecoli_00156,4833809,14785,3893423,251465,0,0,0,0,3031,0,0,0,0,667023,4050,32,0.30586645024658604,4833809.0,4582344.0,94.8,251465.0,5.2,ecoli_00156_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4833809.0,0.0,20-150,53.0,13.043558895528705,135.17673784793732,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,4841148,2949294,4841148,726172200,1536519,656317481,9.619580452129671,0.8505,0.0637,0.0858,,
ecoli_00157,4209432,2907918,8649,53172,0,0,0,0,12461,0,0,0,0,996647,151244,79341,69.08100665362927,4209432.0,4156260.0,98.74,53172.0,1.26,ecoli_00157_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4209432.0,0.0,20-35,52.0,27.907218794718318,34.583829599812994,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,4226462,1219209,4226462,147926170,158304,146146514,1.2030704235768424,0.1147,0.4291,0.4561,,
ecoli_00158,3632658,2095283,833368,64708,0,0,0,0,11881,0,0,0,0,453143,110608,63667,57.679060346446036,3632658.0,3567950.0,98.22,64708.0,1.78,ecoli_00158_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,3632658.0,0.0,20-35,52.0,25.81226632042604,34.577890349160306,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,3648147,1077184,3648147,127685145,133920,126124858,1.2219800510074996,0.2591,0.3538,0.3871,,
ecoli_00159,4085490,2994484,4196,53984,0,0,0,0,12138,0,0,0,0,746246,180370,94072,73.29559000266798,4085490.0,4031506.0,98.68,53984.0,1.32,ecoli_00159_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4085490.0,0.0,20-35,52.0,26.966048676730512,34.57972850257864,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,4103006,1191395,4103006,143605210,156046,141858523,1.2163117201666986,0.0787,0.4089,0.5123,,
ecoli_00160,4161897,2670926,22081,59016,0,0,0,0,20149,0,0,0,0,1148384,150265,91076,64.17568719264318,4161897.0,4102881.0,98.58,59016.0,1.42,ecoli_00160_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4161897.0,0.0,20-35,51.0,24.683521797801628,34.534734281026175,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,4181278,1296175,4181278,146344730,704239,143891372,1.6764238794249715,0.184,0.3688,0.4472,,
ecoli_00169,14059527,11830212,3937,482039,0,0,0,0,72979,0,0,0,0,880214,538177,251969,84.14374110878694,14059527.0,13577488.0,96.57,482039.0,3.43,ecoli_00169_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14059527.0,0.0,20-101,51.0,16.116208920076147,99.76953918862276,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,14079450,4280257,14079450,1422024450,5448109,1410357773,0.8204273140310633,0.013999999999999999,0.4082,0.5779,,
ecoli_00170,13335173,11223362,3820,422689,0,0,0,0,77651,0,0,0,0,858610,518337,230704,84.16360252694135,13335173.0,12912484.0,96.83,422689.0,3.17,ecoli_00170_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13335173.0,0.0,20-101,50.0,15.430839562797495,99.58942174953413,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,13351511,4080964,13351511,1348502611,4666478,1337732608,0.7986638596133945,0.0138,0.4048,0.5814,,
ecoli_00171,11008873,9099398,1411,383119,0,0,0,0,989,0,0,0,0,1078523,383821,61612,82.65512736862347,11008873.0,10625754.0,96.52,383119.0,3.48,ecoli_00171_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11008873.0,0.0,20-101,51.0,20.1247512997952,99.30426484164178,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,11031928,3168742,11031928,1114224728,7856469,1101255512,1.1639677054447854,0.0131,0.4378,0.5492,,
ecoli_00172,7723055,6071575,3199,339852,0,0,0,0,21913,0,0,0,0,880596,338946,66974,78.61623411978809,7723055.0,7383203.0,95.6,339852.0,4.4,ecoli_00172_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7723055.0,0.0,20-101,51.0,17.829996635650602,99.76304506442075,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,7751299,2228553,7751299,782881199,7552002,771987704,1.3914620780157476,0.0184,0.4457,0.536,,
ecoli_00173,13311287,10865627,9645,425940,0,0,0,0,40811,0,0,0,0,1391485,425841,151938,81.62717098654699,13311287.0,12885347.0,96.8,425940.0,3.2,ecoli_00173_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13311287.0,0.0,20-101,51.0,17.611186684830614,99.7556336964262,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,13324226,4033369,13324226,1345746826,3649203,1336019748,0.7228014818293913,0.0154,0.4342,0.5504,,
ecoli_00174,13703063,10882410,8443,547122,0,0,0,0,115810,0,0,0,0,1441198,502376,205704,79.4158940960864,13703063.0,13155941.0,96.01,547122.0,3.99,ecoli_00174_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13703063.0,0.0,20-101,50.0,15.92223753948509,99.61028596307264,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,13721416,4191441,13721416,1385863016,4839111,1374966068,0.7862932969704131,0.013999999999999999,0.4436,0.5424,,
ecoli_00175,14041203,11229620,4909,576454,0,0,0,0,108581,0,0,0,0,1481050,504372,136217,79.97619577182952,14041203.0,13464749.0,95.89,576454.0,4.11,ecoli_00175_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14041203.0,0.0,20-101,50.0,16.18554887458526,99.61296264999515,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,14059012,4334848,14059012,1419960212,4771742,1408897381,0.7790944356404262,0.0172,0.4581,0.5247,,
ecoli_00176,13844790,11157405,5419,446731,0,0,0,0,99688,0,0,0,0,1501378,500773,133396,80.5891963691757,13844790.0,13398059.0,96.77,446731.0,3.23,ecoli_00176_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13844790.0,0.0,20-101,51.0,17.769295134357336,99.76696865752388,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,,13860947,4302186,13860947,1399955647,4447183,1389199804,0.7682988402560441,0.0193,0.4511,0.5296,,
ecoli_00177,7918088,5874522,6380,243833,0,0,0,0,1069,0,0,0,0,1499533,259264,33487,74.19116837297085,7918088.0,7674255.0,96.92,243833.0,3.08,ecoli_00177_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7918088.0,0.0,20-101,52.0,18.71600713424222,99.69572957511964,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,,7930536,2292567,7930536,800984136,4380345,792591372,1.0478065198534718,0.0158,0.5283,0.4558,,
ecoli_00178,7663600,5893603,6678,146173,0,0,0,0,1203,0,0,0,0,1380927,223651,11365,76.90384414635419,7663600.0,7517427.0,98.09,146173.0,1.91,ecoli_00178_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7663600.0,0.0,20-101,52.0,18.08475766228824,99.57367346938776,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,,7669728,2302404,7669728,774642528,2479237,767302189,0.9475775902662552,0.0161,0.5162,0.4677,,
ecoli_00179,12872555,10141476,8218,538805,0,0,0,0,97558,0,0,0,0,1363090,528049,195359,78.78370688647281,12872555.0,12333750.0,95.81,538805.0,4.19,ecoli_00179_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12872555.0,0.0,20-101,51.0,17.153207247058894,99.74774036700563,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,,12896277,3976006,12896277,1302523977,5781964,1290735860,0.9050211134808156,0.0173,0.4403,0.5423,,
ecoli_00180,13591553,10861556,9576,524540,0,0,0,0,84362,0,0,0,0,1348702,574251,188566,79.91401718405542,13591553.0,13067013.0,96.14,524540.0,3.86,ecoli_00180_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13591553.0,0.0,20-101,51.0,17.42711165452039,99.75494544295269,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,13608258,4197648,13608258,1374434058,4487729,1363668806,0.7832497992420966,0.0182,0.4422,0.5396,,
ecoli_00181,10310512,8496124,3358,371501,0,0,0,0,83860,0,0,0,0,731972,451180,172517,82.40254218219229,10310512.0,9939011.0,96.4,371501.0,3.6,ecoli_00181_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10310512.0,0.0,20-101,51.0,18.819522254945507,99.67579340385812,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,10325737,3220867,10325737,1042899437,3732864,1033783448,0.8741004814637752,0.0165,0.4013,0.5822,,
ecoli_00182,12350619,10181559,2825,449103,0,0,0,0,86451,0,0,0,0,888359,535488,206834,82.437641384614,12350619.0,11901516.0,96.36,449103.0,3.64,ecoli_00182_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12350619.0,0.0,20-101,50.0,15.686429359820252,99.59353778138569,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,12363848,3854671,12363848,1248748648,3650543,1239006456,0.7801563601772965,0.0152,0.4014,0.5833,,
ecoli_00183,8407486,6526440,2052,389881,0,0,0,0,24602,0,0,0,0,1045560,354240,64711,77.62653425768417,8407486.0,8017605.0,95.36,389881.0,4.64,ecoli_00183_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8407486.0,0.0,20-101,50.0,23.28715436277789,99.20604661131756,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,8441355,2407575,8441355,852576855,8599765,840298794,1.440111929850594,0.0204,0.4773,0.5022,,
ecoli_00184,8370565,6447407,936,403418,0,0,0,0,24940,0,0,0,0,1070974,355581,67309,77.02475280939818,8370565.0,7967147.0,95.18,403418.0,4.82,ecoli_00184_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8370565.0,0.0,20-101,51.0,17.979603184692646,99.76382573936169,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,,8408759,2398544,8408759,849284659,9377853,836351763,1.5227987298425931,0.0196,0.4707,0.5097,,
ecoli_00185,14745471,12030396,6167,492183,0,0,0,0,90952,0,0,0,0,1286953,597965,240855,81.5870581550091,14745471.0,14253288.0,96.66,492183.0,3.34,ecoli_00185_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14745471.0,0.0,20-101,52.0,18.208488200697364,99.7931459768223,pass,pass,pass,warn,warn,pass,warn,fail,warn,pass,,14766394,4441014,14766394,1491405794,5565957,1479681632,0.786114821812205,0.0169,0.4191,0.5641,,
ecoli_00186,13794528,11301889,4074,453450,0,0,0,0,102843,0,0,0,0,1128983,553619,249670,81.93023349548459,13794528.0,13341078.0,96.71,453450.0,3.29,ecoli_00186_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13794528.0,0.0,20-101,51.0,16.609333538183073,99.62332991748613,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,13811812,4158094,13811812,1394993012,4946215,1384322544,0.7649119320462947,0.0149,0.4174,0.5677,,
ecoli_00187,14769152,11865814,4140,545566,0,0,0,0,119566,0,0,0,0,1463269,545726,225071,80.34187744834641,14769152.0,14223586.0,96.31,545566.0,3.69,ecoli_00187_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14769152.0,0.0,20-101,50.0,16.943871378673762,99.612591433821,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,14792483,4452769,14792483,1494040783,5910677,1481982288,0.8071061471151287,0.0171,0.4320000000000001,0.551,,
ecoli_00188,15217275,12174691,4006,540438,0,0,0,0,110582,0,0,0,0,1608254,541106,238198,80.00572375803158,15217275.0,14676837.0,96.45,540438.0,3.55,ecoli_00188_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,15217275.0,0.0,20-101,51.0,17.303744855311347,99.624389254975,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,15242149,4569031,15242149,1539457049,6042771,1527135268,0.8003978420836085,0.0184,0.4371,0.5444,,
ecoli_00189,14308827,11704404,4274,538630,0,0,0,0,124034,0,0,0,0,1146217,569308,221960,81.79848704579348,14308827.0,13770197.0,96.24,538630.0,3.76,ecoli_00189_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14308827.0,0.0,20-101,50.0,15.709535871995516,99.5417372786742,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,14329383,4406996,14329383,1447267683,5449703,1434728326,0.8664158778151891,0.0162,0.4004,0.5834,,
ecoli_00190,13566819,11170250,4840,506395,0,0,0,0,117664,0,0,0,0,995142,526758,245770,82.33507058655384,13566819.0,13060424.0,96.27,506395.0,3.73,ecoli_00190_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13566819.0,0.0,20-101,51.0,18.22597005412231,99.72703947771393,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,13588624,4171069,13588624,1372451024,5602523,1360262512,0.8880835663247683,0.0165,0.3966,0.5869,,
ecoli_00191,8159938,6275843,2287,408844,0,0,0,0,34522,0,0,0,0,1022886,338929,76627,76.91042505470017,8159938.0,7751094.0,94.99,408844.0,5.01,ecoli_00191_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8159938.0,0.0,20-101,51.0,17.607712394658858,99.766747982644,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,,8197734,2315828,8197734,827971134,9436394,815106563,1.5537463169579533,0.0316,0.4284,0.5399,,
ecoli_00192,9343226,7207991,1222,451258,0,0,0,0,32229,0,0,0,0,1189455,377144,83927,77.14670500317557,9343226.0,8891968.0,95.17,451258.0,4.83,ecoli_00192_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9343226.0,0.0,20-101,50.0,22.095792782578894,99.1673094496483,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,9387835,2666707,9387835,948171335,10718669,933506482,1.5466458917997137,0.0192,0.439,0.5418,,
ecoli_00193,7998898,6417439,379,417589,0,0,0,0,67916,0,0,0,0,663711,327907,103957,80.22903905012916,7998898.0,7581309.0,94.78,417589.0,5.22,ecoli_00193_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7998898.0,0.0,20-101,50.0,25.332774095982018,99.23552444349207,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,8026594,2388279,8026594,810685994,7775889,799523657,1.3769001910251333,0.0163,0.4296,0.5541,,
ecoli_00194,8592205,6965867,283,382257,0,0,0,0,79748,0,0,0,0,698048,350962,115040,81.07193671473155,8592205.0,8209948.0,95.55,382257.0,4.45,ecoli_00194_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8592205.0,0.0,20-101,51.0,19.42881605785002,99.76483638367569,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,8612655,2572612,8612655,869878155,6305905,859899237,1.1471627310838723,0.0163,0.4285,0.5552,,
ecoli_00195,8927508,7073577,1589,397896,0,0,0,0,74826,0,0,0,0,895785,370018,113817,79.23349942671571,8927508.0,8529612.0,95.54,397896.0,4.46,ecoli_00195_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8927508.0,0.0,20-101,51.0,18.019515967137067,99.7660363899982,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,8952048,2663620,8952048,904156848,7246862,893109704,1.2218172128471232,0.0302,0.4234,0.5464,,
ecoli_00196,7326270,5236105,1439,477586,0,0,0,0,81177,0,0,0,0,1107219,321443,101301,71.47027068344465,7326270.0,6848684.0,93.48,477586.0,6.52,ecoli_00196_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7326270.0,0.0,20-101,50.0,25.69683474254385,99.23265454317136,pass,pass,pass,warn,warn,pass,warn,fail,fail,pass,,7364507,2214948,7364507,743815207,8235523,732314895,1.5461248831391532,0.0305,0.4542,0.5153,,
ecoli_00197,9053003,6621313,840,530427,0,0,0,0,101519,0,0,0,0,1263638,406187,129079,73.1394102045476,9053003.0,8522576.0,94.14,530427.0,5.86,ecoli_00197_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9053003.0,0.0,20-101,50.0,24.042701451136928,99.22069947397566,pass,pass,pass,warn,warn,pass,warn,fail,fail,pass,,9113140,2734343,9113140,920427140,11578159,904831725,1.6943671391523725,0.0269,0.4551,0.518,,
ecoli_00198,4611317,3566813,364,279197,0,0,0,0,67926,0,0,0,0,435346,189651,72020,77.34911739964959,4611317.0,4332120.0,93.95,279197.0,6.05,ecoli_00198_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4611317.0,0.0,20-101,50.0,30.27602180198638,99.1593299701582,pass,pass,pass,warn,warn,pass,warn,fail,warn,pass,,4646052,1382575,4646052,469251252,6667367,460619488,1.8394759658520845,0.0236,0.4245,0.5519,,
ecoli_00199,12869990,10571792,14680,482908,0,0,0,0,74738,0,0,0,0,1041030,545866,138976,82.14296980805736,12869990.0,12387082.0,96.25,482908.0,3.75,ecoli_00199_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12869990.0,0.0,20-101,50.0,17.76137807274562,99.61887942414872,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,12886326,3991599,12886326,1301518926,4241603,1291506626,0.7692780950002105,0.0184,0.4336,0.5481,,
ecoli_00200,11583932,9584139,10403,288579,0,0,0,0,142189,0,0,0,0,901589,499703,157330,82.73649223769614,11583932.0,11295353.0,97.51,288579.0,2.49,ecoli_00200_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11583932.0,0.0,20-101,50.0,15.520220728248509,99.62110274818602,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,,11608719,3631688,11608719,1172480619,4774565,1162486753,0.8523693985256401,0.0193,0.4336,0.5472,,
ecoli_00201,11665432,9179969,7138,535315,0,0,0,0,118030,0,0,0,0,1291722,418731,114527,78.69377662138874,11665432.0,11130117.0,95.41,535315.0,4.59,ecoli_00201_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11665432.0,0.0,20-101,50.0,18.65711415801565,99.58574255972692,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,,11683188,3610202,11683188,1180001988,4513594,1170253630,0.8261306420782063,0.0198,0.4611,0.5191,,
