,TF,ev_level,gene_id
1893,Sigma70,Strong,b3738
1894,Sigma70,Strong,b3739
1895,Sigma70,Strong,b3741
1896,Sigma70,Strong,b3742
1897,Sigma70,Strong,b3743
1898,Sigma70,Weak,b3744
1899,Sigma70,Strong,b3748
1900,Sigma70,Strong,b3749
1901,Sigma70,Strong,b3750
1902,Sigma70,Strong,b3751
1903,Sigma70,Strong,b3752
1904,Sigma70,Strong,b3753
1905,Sigma70,Strong,b3766
1906,Sigma70,Strong,b3769
1907,Sigma70,Strong,b3770
1908,Sigma70,Strong,b3771
1909,Sigma70,Strong,b3772
1910,Sigma70,Weak,b3773
1911,Sigma70,Weak,b3774
1912,Sigma70,Weak,b3778
1913,Sigma70,Weak,b3781
1914,Sigma70,Weak,b3784
1915,Sigma70,Weak,b3785
1916,Sigma70,Weak,b3786
1917,Sigma70,Weak,b3787
1918,Sigma70,Weak,b3788
1919,Sigma70,Weak,b3789
1920,Sigma70,Weak,b3790
1921,Sigma70,Weak,b3791
1922,Sigma70,Weak,b3792
1923,Sigma70,Weak,b3793
1924,Sigma70,Weak,b3794
1925,Sigma70,Strong,b3806
1926,Sigma70,Weak,b3809
1927,Sigma70,Weak,b3810
1928,Sigma70,Weak,b3811
1929,Sigma70,Weak,b3812
1930,Sigma70,Strong,b3813
1931,Sigma70,Weak,b3816
1932,Sigma70,Weak,b3821
1933,Sigma70,Weak,b3830
1934,Sigma70,Strong,b3831
1935,Sigma70,Weak,b3836
1936,Sigma70,Weak,b3838
1937,Sigma70,Weak,b3839
1938,Sigma70,Strong,b3845
1939,Sigma70,Strong,b3846
1940,Sigma70,Weak,b3859
1941,Sigma70,Weak,b3860
1942,Sigma70,Strong,b3866
1943,Sigma70,Weak,b3867
1944,Sigma70,Strong,b3868
1945,Sigma70,Strong,b3869
1946,Sigma70,Strong,b3870
1947,Sigma70,Strong,b3902
1948,Sigma70,Strong,b3903
1949,Sigma70,Strong,b3904
1950,Sigma70,Strong,b3905
1951,Sigma70,Strong,b3906
1952,Sigma70,Weak,b3907
1953,Sigma70,Weak,b3908
1954,Sigma70,Weak,b3916
1955,Sigma70,Strong,b3919
1956,Sigma70,Weak,b3924
1957,Sigma70,Weak,b3925
1958,Sigma70,Weak,b3926
1959,Sigma70,Weak,b3927
1960,Sigma70,Weak,b3929
1961,Sigma70,Weak,b3930
1962,Sigma70,Strong,b3934
1963,Sigma70,Strong,b3938
1964,Sigma70,Strong,b3939
1965,Sigma70,Strong,b3940
1966,Sigma70,Strong,b3941
1967,Sigma70,Weak,b3942
1968,Sigma70,Weak,b3957
1969,Sigma70,Strong,b3958
1970,Sigma70,Strong,b3959
1971,Sigma70,Strong,b3960
1972,Sigma70,Strong,b3966
1973,Sigma70,Strong,b3967
1974,Sigma70,Weak,b3980
1975,Sigma70,Weak,b3995
1976,Sigma70,Strong,b4005
1977,Sigma70,Strong,b4006
1978,Sigma70,Strong,b4013
1979,Sigma70,Strong,b4014
1980,Sigma70,Strong,b4015
1981,Sigma70,Strong,b4016
1982,Sigma70,Weak,b4019
1983,Sigma70,Weak,b4024
1984,Sigma70,Weak,b4025
1985,Sigma70,Strong,b4026
1986,Sigma70,Strong,b4027
1987,Sigma70,Strong,b4028
1988,Sigma70,Strong,b4029
1989,Sigma70,Weak,b4030
1990,Sigma70,Strong,b4032
1991,Sigma70,Strong,b4033
1992,Sigma70,Strong,b4034
1993,Sigma70,Weak,b4035
1994,Sigma70,Weak,b4036
1995,Sigma70,Weak,b4037
1996,Sigma70,Weak,b4039
1997,Sigma70,Weak,b4040
1998,Sigma70,Strong,b4043
1999,Sigma70,Strong,b4044
2000,Sigma70,Strong,b4054
2001,Sigma70,Strong,b4058
2002,Sigma70,Strong,b4059
2003,Sigma70,Weak,b4062
2004,Sigma70,Weak,b4063
2005,Sigma70,Weak,b4067
2006,Sigma70,Weak,b4068
2007,Sigma70,Weak,b4069
2008,Sigma70,Weak,b4070
2009,Sigma70,Weak,b4071
2010,Sigma70,Weak,b4072
2011,Sigma70,Weak,b4073
2012,Sigma70,Weak,b4074
2013,Sigma70,Weak,b4075
2014,Sigma70,Weak,b4076
2015,Sigma70,Weak,b4085
2016,Sigma70,Weak,b4086
2017,Sigma70,Weak,b4087
2018,Sigma70,Weak,b4088
2019,Sigma70,Weak,b4089
2020,Sigma70,Weak,b4090
2021,Sigma70,Weak,b4092
2022,Sigma70,Weak,b4093
2023,Sigma70,Weak,b4094
2024,Sigma70,Weak,b4095
2025,Sigma70,Weak,b4096
2026,Sigma70,Weak,b4097
2027,Sigma70,Weak,b4098
2028,Sigma70,Weak,b4099
2029,Sigma70,Weak,b4100
2030,Sigma70,Weak,b4101
2031,Sigma70,Weak,b4102
2032,Sigma70,Weak,b4104_1
2033,Sigma70,Weak,b4104_2
2034,Sigma70,Weak,b4105
2035,Sigma70,Weak,b4106
2036,Sigma70,Weak,b4111
2037,Sigma70,Weak,b4117
2038,Sigma70,Strong,b4118
2039,Sigma70,Weak,b4119
2040,Sigma70,Weak,b4120
2041,Sigma70,Weak,b4122
2042,Sigma70,Strong,b4123
2043,Sigma70,Weak,b4124
2044,Sigma70,Weak,b4125
2045,Sigma70,Weak,b4129
2046,Sigma70,Weak,b4131
2047,Sigma70,Weak,b4132
2048,Sigma70,Weak,b4133
2049,Sigma70,Strong,b4137
2050,Sigma70,Strong,b4138
2051,Sigma70,Strong,b4139
2052,Sigma70,Weak,b4147
2053,Sigma70,Weak,b4150
2054,Sigma70,Strong,b4151
2055,Sigma70,Strong,b4152
2056,Sigma70,Strong,b4153
2057,Sigma70,Strong,b4154
2058,Sigma70,Weak,b4167
2059,Sigma70,Weak,b4168
2060,Sigma70,Weak,b4169
2061,Sigma70,Weak,b4170
2062,Sigma70,Weak,b4171
2063,Sigma70,Weak,b4172
2064,Sigma70,Weak,b4173
2065,Sigma70,Weak,b4174
2066,Sigma70,Weak,b4175
2067,Sigma70,Strong,b4177
2068,Sigma70,Strong,b4187
2069,Sigma70,Strong,b4193
2070,Sigma70,Strong,b4194
2071,Sigma70,Strong,b4195
2072,Sigma70,Strong,b4196
2073,Sigma70,Strong,b4197
2074,Sigma70,Strong,b4198
2075,Sigma70,Strong,b4200
2076,Sigma70,Strong,b4201
2077,Sigma70,Strong,b4202
2078,Sigma70,Strong,b4203
2079,Sigma70,Strong,b4213
2080,Sigma70,Weak,b4224
2081,Sigma70,Weak,b4225
2082,Sigma70,Weak,b4233
2083,Sigma70,Strong,b4237
2084,Sigma70,Strong,b4238
2085,Sigma70,Weak,b4239
2086,Sigma70,Weak,b4240
2087,Sigma70,Weak,b4241
2088,Sigma70,Weak,b4242
2089,Sigma70,Weak,b4249
2090,Sigma70,Strong,b4254
2091,Sigma70,Weak,b4255
2092,Sigma70,Strong,b4258
2093,Sigma70,Strong,b4260
2094,Sigma70,Weak,b4264
2095,Sigma70,Strong,b4268
2096,Sigma70,Strong,b4292
2097,Sigma70,Strong,b4293
2098,Sigma70,Strong,b4312
2099,Sigma70,Weak,b4313
2100,Sigma70,Weak,b4314
2101,Sigma70,Weak,b4315
2102,Sigma70,Weak,b4316
2103,Sigma70,Weak,b4317
2104,Sigma70,Weak,b4318
2105,Sigma70,Weak,b4319
2106,Sigma70,Weak,b4320
2107,Sigma70,Strong,b4321
2108,Sigma70,Weak,b4322
2109,Sigma70,Weak,b4323
2110,Sigma70,Weak,b4324
2111,Sigma70,Weak,b4326
2112,Sigma70,Weak,b4347
2113,Sigma70,Weak,b4355
2114,Sigma70,Weak,b4365
2115,Sigma70,Weak,b4366
2116,Sigma70,Weak,b4367
2117,Sigma70,Weak,b4376
2118,Sigma70,Strong,b4381
2119,Sigma70,Strong,b4382
2120,Sigma70,Weak,b4383
2121,Sigma70,Weak,b4384
2122,Sigma70,Strong,b4393
2123,Sigma70,Weak,b4397
2124,Sigma70,Weak,b4398
2125,Sigma70,Weak,b4399
2126,Sigma70,Weak,b4400
2127,Sigma70,Weak,b4401
2128,Sigma70,Strong,b4460
2129,Sigma70,Weak,b4467
2130,Sigma70,Weak,b4468
2131,Sigma70,Strong,b4476
2132,Sigma70,Weak,b4481
2133,Sigma70,Weak,b4483
2134,Sigma70,Weak,b4484
2135,Sigma70,Weak,b4506
2136,Sigma70,Strong,b4511
2137,Sigma70,Strong,b4513
2138,Sigma70,Strong,b4522
2139,Sigma70,Strong,b4523
2140,Sigma70,Strong,b4532
2141,Sigma70,Strong,b4539
2142,Sigma70,Weak,b4547
2143,Sigma70,Weak,b4550
2144,Sigma70,Weak,b4558
2145,Sigma70,Weak,b4567
2146,Sigma70,Weak,b4592
2147,Sigma70,Strong,b4599
2148,Sigma70,Strong,b4613
2149,Sigma70,Weak,b4662
2150,Sigma70,Strong,b4663
2151,Sigma70,Strong,b4669
2152,Sigma70,Strong,b4670
2153,Sigma70,Strong,b4671
2154,Sigma70,Strong,b4685
2155,Sigma70,Strong,b4687
2156,Sigma70,Weak,b4702
2157,Sigma70,Strong,b4705
2158,TPP,Strong,b0066
2159,TPP,Strong,b0067
2160,TPP,Strong,b0068
2161,TPP,Strong,b2103
2162,TPP,Strong,b2104
2163,TPP,Strong,b3990
2164,TPP,Strong,b3991
2165,TPP,Strong,b3992
2166,TPP,Strong,b3993
2167,TPP,Strong,b3994
2168,TPP,Strong,b4407
2169,accB,Weak,b3255
2170,accB,Weak,b3256
2171,acrR,Weak,b0462
2172,acrR,Weak,b0463
2173,acrR,Weak,b0464
2174,acrR,Strong,b1530
2175,acrR,Strong,b1531
2176,acrR,Strong,b1532
2177,acrR,Weak,b1891
2178,acrR,Weak,b1892
2179,acrR,Strong,b4062
2180,acrR,Strong,b4063
2181,ada,Strong,b2068
2182,ada,Strong,b2212
2183,ada,Strong,b2213
2184,ada,Strong,b4187
2185,adenosylcobalamin,Strong,b3966
2186,adenosylcobalamin,Strong,b3967
2187,adiY,Strong,b1492
2188,adiY,Strong,b1493
2189,adiY,Strong,b3212
2190,adiY,Strong,b3213
2191,adiY,Strong,b3214
2192,adiY,Strong,b3516
2193,adiY,Strong,b3517
2194,adiY,Strong,b4117
2195,agaR,Strong,b3131
2196,agaR,Strong,b3132
2197,agaR,Strong,b3133
2198,agaR,Strong,b3134
2199,agaR,Strong,b3135
2200,agaR,Strong,b3136
2201,agaR,Strong,b3137
2202,agaR,Strong,b3138
2203,agaR,Strong,b3139
2204,agaR,Strong,b3140
2205,agaR,Strong,b3141
2206,aidB,Strong,b4187
2207,alaS,Strong,b2697
2208,allR,Weak,b0504
2209,allR,Weak,b0505
2210,allR,Weak,b0507
2211,allR,Weak,b0508
2212,allR,Weak,b0509
2213,allR,Weak,b0511
2214,allR,Weak,b0512
2215,allR,Weak,b0513
2216,allR,Weak,b0514
2217,allS,Weak,b0515
2218,allS,Weak,b0516
2219,allS,Weak,b0517
2220,alsR,Weak,b4085
2221,alsR,Weak,b4086
2222,alsR,Weak,b4087
2223,alsR,Weak,b4088
2224,alsR,Weak,b4089
2225,alsR,Weak,b4090
2226,appY,Weak,b0972
2227,appY,Weak,b0973
2228,appY,Weak,b0974
2229,appY,Weak,b0975
2230,appY,Weak,b0976
2231,appY,Weak,b0977
2232,appY,Weak,b0978
2233,appY,Weak,b0979
2234,appY,Weak,b0980
2235,appY,Weak,b4592
2236,araC,Strong,b0061
2237,araC,Strong,b0062
2238,araC,Strong,b0063
2239,araC,Strong,b0064
2240,araC,Weak,b0396
2241,araC,Weak,b1497
2242,araC,Weak,b1498
2243,araC,Weak,b1900
2244,araC,Weak,b1901
2245,araC,Strong,b2840
2246,araC,Strong,b2841
2247,araC,Weak,b3564
2248,araC,Weak,b3565
2249,araC,Weak,b4460
2250,arcA,SBRG,b0001
2251,arcA,SBRG,b0002
2252,arcA,SBRG,b0003
2253,arcA,SBRG,b0004
2254,arcA,SBRG,b0023
2255,arcA,SBRG,b0025
2256,arcA,SBRG,b0026
2257,arcA,SBRG,b0027
2258,arcA,SBRG,b0028
2259,arcA,SBRG,b0029
2260,arcA,SBRG,b0032
2261,arcA,SBRG,b0033
2262,arcA,SBRG,b0035
2263,arcA,SBRG,b0036
2264,arcA,SBRG,b0037
2265,arcA,SBRG,b0038
2266,arcA,SBRG,b0039
2267,arcA,SBRG,b0040
2268,arcA,SBRG,b0071
2269,arcA,SBRG,b0072
2270,arcA,SBRG,b0073
2271,arcA,SBRG,b0074
2272,arcA,SBRG,b0075
2273,arcA,Weak,b0114
2274,arcA,Weak,b0115
2275,arcA,SBRG,b0116
2276,arcA,SBRG,b0117
2277,arcA,SBRG,b0118
2278,arcA,SBRG,b0221
2279,arcA,SBRG,b0311
2280,arcA,SBRG,b0312
2281,arcA,SBRG,b0313
2282,arcA,Weak,b0314
2283,arcA,SBRG,b0345
2284,arcA,SBRG,b0346
2285,arcA,SBRG,b0347
2286,arcA,SBRG,b0348
2287,arcA,SBRG,b0349
2288,arcA,SBRG,b0350
2289,arcA,SBRG,b0351
2290,arcA,SBRG,b0352
2291,arcA,SBRG,b0428
2292,arcA,SBRG,b0429
2293,arcA,SBRG,b0430
2294,arcA,SBRG,b0431
2295,arcA,SBRG,b0432
2296,arcA,Weak,b0602
2297,arcA,Weak,b0613
2298,arcA,Weak,b0614
2299,arcA,Weak,b0615
2300,arcA,Weak,b0616
2301,arcA,Weak,b0617
2302,arcA,Weak,b0618
2303,arcA,Weak,b0619
2304,arcA,Weak,b0620
2305,arcA,Weak,b0621
2306,arcA,SBRG,b0696
2307,arcA,SBRG,b0697
2308,arcA,SBRG,b0698
2309,arcA,SBRG,b0699
2310,arcA,SBRG,b0720
2311,arcA,SBRG,b0721
2312,arcA,SBRG,b0722
2313,arcA,SBRG,b0723
2314,arcA,SBRG,b0724
2315,arcA,SBRG,b0726
2316,arcA,SBRG,b0727
2317,arcA,SBRG,b0728
2318,arcA,SBRG,b0729
2319,arcA,SBRG,b0733
2320,arcA,SBRG,b0734
2321,arcA,SBRG,b0780
2322,arcA,SBRG,b0781
2323,arcA,SBRG,b0782
2324,arcA,SBRG,b0783
2325,arcA,SBRG,b0784
2326,arcA,SBRG,b0785
2327,arcA,SBRG,b0805
2328,arcA,SBRG,b0806
2329,arcA,SBRG,b0821
2330,arcA,SBRG,b0823
2331,arcA,SBRG,b0824
2332,arcA,SBRG,b0825
2333,arcA,Strong,b0826
2334,arcA,Strong,b0827
2335,arcA,SBRG,b0828
2336,arcA,SBRG,b0829
2337,arcA,SBRG,b0830
2338,arcA,SBRG,b0831
2339,arcA,SBRG,b0832
2340,arcA,SBRG,b0835
2341,arcA,SBRG,b0836
2342,arcA,SBRG,b0854
2343,arcA,SBRG,b0855
2344,arcA,SBRG,b0856
2345,arcA,SBRG,b0857
2346,arcA,SBRG,b0877
2347,arcA,SBRG,b0878
2348,arcA,SBRG,b0879
2349,arcA,SBRG,b0881
2350,arcA,SBRG,b0882
2351,arcA,SBRG,b0884
2352,arcA,SBRG,b0886
2353,arcA,SBRG,b0887
2354,arcA,SBRG,b0903
2355,arcA,SBRG,b0904
2356,arcA,SBRG,b0931
2357,arcA,SBRG,b0932
2358,arcA,SBRG,b0953
2359,arcA,SBRG,b0970
2360,arcA,Strong,b0972
2361,arcA,Strong,b0973
2362,arcA,Strong,b0974
2363,arcA,Strong,b0975
2364,arcA,Strong,b0976
2365,arcA,Strong,b0977
2366,arcA,Weak,b0978
2367,arcA,Weak,b0979
2368,arcA,Weak,b0980
2369,arcA,SBRG,b1006
2370,arcA,SBRG,b1007
2371,arcA,SBRG,b1008
2372,arcA,SBRG,b1009
2373,arcA,SBRG,b1010
2374,arcA,SBRG,b1011
2375,arcA,SBRG,b1012
2376,arcA,SBRG,b1013
2377,arcA,SBRG,b1014
2378,arcA,SBRG,b1015
2379,arcA,SBRG,b1020
2380,arcA,SBRG,b1056
2381,arcA,SBRG,b1057
2382,arcA,SBRG,b1088
2383,arcA,SBRG,b1089
2384,arcA,SBRG,b1090
2385,arcA,SBRG,b1091
2386,arcA,SBRG,b1092
2387,arcA,SBRG,b1093
2388,arcA,SBRG,b1094
2389,arcA,SBRG,b1095
2390,arcA,SBRG,b1101
2391,arcA,SBRG,b1109
2392,arcA,SBRG,b1134
2393,arcA,SBRG,b1135
2394,arcA,SBRG,b1136
2395,arcA,Weak,b1160
2396,arcA,SBRG,b1185
2397,arcA,SBRG,b1198
2398,arcA,SBRG,b1199
2399,arcA,SBRG,b1200
2400,arcA,SBRG,b1201
2401,arcA,Weak,b1210
2402,arcA,Weak,b1211
2403,arcA,Weak,b1212
2404,arcA,SBRG,b1243
2405,arcA,SBRG,b1244
2406,arcA,SBRG,b1245
2407,arcA,SBRG,b1246
2408,arcA,SBRG,b1247
2409,arcA,Weak,b1256
2410,arcA,Weak,b1276
2411,arcA,Weak,b1296
2412,arcA,SBRG,b1297
2413,arcA,SBRG,b1298
2414,arcA,SBRG,b1299
2415,arcA,Weak,b1300
2416,arcA,Weak,b1301
2417,arcA,Weak,b1302
2418,arcA,SBRG,b1324
2419,arcA,SBRG,b1325
2420,arcA,SBRG,b1332
2421,arcA,Weak,b1334
2422,arcA,SBRG,b1384
2423,arcA,SBRG,b1385
2424,arcA,SBRG,b1388
2425,arcA,SBRG,b1389
2426,arcA,SBRG,b1390
2427,arcA,SBRG,b1391
2428,arcA,SBRG,b1392
2429,arcA,SBRG,b1393
2430,arcA,SBRG,b1394
2431,arcA,SBRG,b1395
2432,arcA,SBRG,b1396
2433,arcA,SBRG,b1397
2434,arcA,SBRG,b1398
2435,arcA,SBRG,b1415
2436,arcA,SBRG,b1451
2437,arcA,SBRG,b1452
2438,arcA,SBRG,b1483
2439,arcA,SBRG,b1484
2440,arcA,SBRG,b1485
2441,arcA,SBRG,b1486
2442,arcA,SBRG,b1487
2443,arcA,SBRG,b1488
2444,arcA,SBRG,b1521
2445,arcA,Weak,b1528
2446,arcA,SBRG,b1602
2447,arcA,SBRG,b1603
2448,arcA,SBRG,b1607
2449,arcA,SBRG,b1608
2450,arcA,SBRG,b1609
2451,arcA,SBRG,b1611
2452,arcA,SBRG,b1612
2453,arcA,SBRG,b1613
2454,arcA,SBRG,b1744
2455,arcA,SBRG,b1745
2456,arcA,SBRG,b1746
2457,arcA,SBRG,b1747
2458,arcA,SBRG,b1748
2459,arcA,SBRG,b1749
2460,arcA,SBRG,b1778
2461,arcA,SBRG,b1779
2462,arcA,SBRG,b1780
2463,arcA,SBRG,b1805
2464,arcA,SBRG,b1891
2465,arcA,SBRG,b1892
2466,arcA,SBRG,b1895
2467,arcA,SBRG,b1904
2468,arcA,Weak,b2091
2469,arcA,Weak,b2092_1
2470,arcA,Weak,b2092_2
2471,arcA,Weak,b2093
2472,arcA,Weak,b2094
2473,arcA,Weak,b2095
2474,arcA,Weak,b2096
2475,arcA,SBRG,b2148
2476,arcA,SBRG,b2149
2477,arcA,SBRG,b2150
2478,arcA,SBRG,b2152
2479,arcA,SBRG,b2153
2480,arcA,SBRG,b2154
2481,arcA,SBRG,b2155
2482,arcA,SBRG,b2172
2483,arcA,SBRG,b2181
2484,arcA,SBRG,b2185
2485,arcA,SBRG,b2210
2486,arcA,SBRG,b2215
2487,arcA,SBRG,b2216
2488,arcA,SBRG,b2217
2489,arcA,Weak,b2241
2490,arcA,Weak,b2242
2491,arcA,Weak,b2243
2492,arcA,SBRG,b2272
2493,arcA,SBRG,b2276
2494,arcA,SBRG,b2277
2495,arcA,SBRG,b2278
2496,arcA,SBRG,b2279
2497,arcA,SBRG,b2280
2498,arcA,SBRG,b2281
2499,arcA,SBRG,b2282
2500,arcA,SBRG,b2283
2501,arcA,SBRG,b2284
2502,arcA,SBRG,b2285
2503,arcA,SBRG,b2286
2504,arcA,SBRG,b2287
2505,arcA,SBRG,b2288
2506,arcA,Weak,b2296
2507,arcA,SBRG,b2306
2508,arcA,SBRG,b2307
2509,arcA,SBRG,b2308
2510,arcA,SBRG,b2309
2511,arcA,SBRG,b2310
2512,arcA,SBRG,b2341
2513,arcA,SBRG,b2342
2514,arcA,SBRG,b2343
2515,arcA,Weak,b2344
2516,arcA,SBRG,b2380
2517,arcA,SBRG,b2381
2518,arcA,SBRG,b2382
2519,arcA,SBRG,b2392
2520,arcA,SBRG,b2393
2521,arcA,SBRG,b2448
2522,arcA,SBRG,b2449
2523,arcA,SBRG,b2507
2524,arcA,SBRG,b2508
2525,arcA,SBRG,b2509
2526,arcA,SBRG,b2518
2527,arcA,SBRG,b2532
2528,arcA,SBRG,b2533
2529,arcA,SBRG,b2537
2530,arcA,SBRG,b2538
2531,arcA,SBRG,b2539
2532,arcA,SBRG,b2540
2533,arcA,SBRG,b2541
2534,arcA,SBRG,b2542
2535,arcA,Weak,b2579
2536,arcA,SBRG,b2581
2537,arcA,SBRG,b2587
2538,arcA,SBRG,b2659
2539,arcA,SBRG,b2660
2540,arcA,SBRG,b2661
2541,arcA,SBRG,b2662
2542,arcA,SBRG,b2663
2543,arcA,Strong,b2741
2544,arcA,SBRG,b2790
2545,arcA,SBRG,b2791
2546,arcA,SBRG,b2792
2547,arcA,SBRG,b2808
2548,arcA,SBRG,b2975
2549,arcA,SBRG,b2976
2550,arcA,SBRG,b2977
2551,arcA,SBRG,b2979
2552,arcA,SBRG,b2980
2553,arcA,SBRG,b2990
2554,arcA,SBRG,b2991
2555,arcA,SBRG,b2992
2556,arcA,SBRG,b2993
2557,arcA,SBRG,b2994
2558,arcA,SBRG,b2995
2559,arcA,SBRG,b2996
2560,arcA,SBRG,b2997
2561,arcA,SBRG,b2998
2562,arcA,SBRG,b3065
2563,arcA,SBRG,b3066
2564,arcA,SBRG,b3067
2565,arcA,SBRG,b3072
2566,arcA,SBRG,b3081
2567,arcA,SBRG,b3089
2568,arcA,SBRG,b3091
2569,arcA,SBRG,b3092
2570,arcA,SBRG,b3093
2571,arcA,SBRG,b3163
2572,arcA,SBRG,b3164
2573,arcA,SBRG,b3165
2574,arcA,SBRG,b3166
2575,arcA,SBRG,b3167
2576,arcA,SBRG,b3168
2577,arcA,SBRG,b3169
2578,arcA,SBRG,b3170
2579,arcA,SBRG,b3172
2580,arcA,SBRG,b3175
2581,arcA,SBRG,b3185
2582,arcA,SBRG,b3186
2583,arcA,SBRG,b3211
2584,arcA,SBRG,b3212
2585,arcA,SBRG,b3213
2586,arcA,SBRG,b3214
2587,arcA,SBRG,b3236
2588,arcA,SBRG,b3237
2589,arcA,Weak,b3311
2590,arcA,Weak,b3312
2591,arcA,Weak,b3313
2592,arcA,Weak,b3314
2593,arcA,Weak,b3315
2594,arcA,Weak,b3316
2595,arcA,Weak,b3317
2596,arcA,Weak,b3318
2597,arcA,Weak,b3319
2598,arcA,Weak,b3320
2599,arcA,Weak,b3321
2600,arcA,SBRG,b3397
2601,arcA,SBRG,b3398
2602,arcA,SBRG,b3402
2603,arcA,SBRG,b3403
2604,arcA,SBRG,b3408
2605,arcA,SBRG,b3409
2606,arcA,SBRG,b3410
2607,arcA,SBRG,b3423_1
2608,arcA,SBRG,b3423_2
2609,arcA,SBRG,b3424
2610,arcA,SBRG,b3425
2611,arcA,SBRG,b3426
2612,arcA,SBRG,b3449
2613,arcA,SBRG,b3450
2614,arcA,SBRG,b3451
2615,arcA,SBRG,b3452
2616,arcA,SBRG,b3453
2617,arcA,SBRG,b3485
2618,arcA,SBRG,b3486
2619,arcA,SBRG,b3487
2620,arcA,Strong,b3512
2621,arcA,SBRG,b3515
2622,arcA,SBRG,b3516
2623,arcA,Weak,b3517
2624,arcA,SBRG,b3523
2625,arcA,Weak,b3528
2626,arcA,SBRG,b3540
2627,arcA,SBRG,b3541
2628,arcA,SBRG,b3542
2629,arcA,SBRG,b3543
2630,arcA,SBRG,b3544
2631,arcA,SBRG,b3547
2632,arcA,SBRG,b3555
2633,arcA,SBRG,b3556
2634,arcA,Weak,b3569
2635,arcA,SBRG,b3572
2636,arcA,SBRG,b3603
2637,arcA,SBRG,b3604
2638,arcA,SBRG,b3605
2639,arcA,SBRG,b3635
2640,arcA,SBRG,b3636
2641,arcA,SBRG,b3637
2642,arcA,SBRG,b3662
2643,arcA,SBRG,b3700
2644,arcA,SBRG,b3701
2645,arcA,SBRG,b3702
2646,arcA,SBRG,b3703
2647,arcA,SBRG,b3704
2648,arcA,SBRG,b3712
2649,arcA,SBRG,b3780
2650,arcA,SBRG,b3781
2651,arcA,SBRG,b3783
2652,arcA,SBRG,b3817
2653,arcA,SBRG,b3818
2654,arcA,SBRG,b3820
2655,arcA,SBRG,b3821
2656,arcA,SBRG,b3845
2657,arcA,SBRG,b3846
2658,arcA,SBRG,b3847
2659,arcA,SBRG,b3848
2660,arcA,SBRG,b3849
2661,arcA,SBRG,b3850
2662,arcA,SBRG,b3891
2663,arcA,SBRG,b3892
2664,arcA,SBRG,b3893
2665,arcA,SBRG,b3894
2666,arcA,Weak,b3907
2667,arcA,Weak,b3908
2668,arcA,SBRG,b3962
2669,arcA,SBRG,b3963
2670,arcA,SBRG,b3964
2671,arcA,SBRG,b3990
2672,arcA,SBRG,b3991
2673,arcA,SBRG,b3992
2674,arcA,SBRG,b3993
2675,arcA,SBRG,b3994
2676,arcA,Weak,b4014
2677,arcA,Weak,b4015
2678,arcA,Weak,b4016
2679,arcA,SBRG,b4039
2680,arcA,SBRG,b4040
2681,arcA,Strong,b4058
2682,arcA,Strong,b4059
2683,arcA,SBRG,b4067
2684,arcA,SBRG,b4068
2685,arcA,SBRG,b4069
2686,arcA,SBRG,b4070
2687,arcA,SBRG,b4071
2688,arcA,SBRG,b4072
2689,arcA,SBRG,b4073
2690,arcA,SBRG,b4074
2691,arcA,SBRG,b4075
2692,arcA,SBRG,b4076
2693,arcA,SBRG,b4092
2694,arcA,SBRG,b4093
2695,arcA,SBRG,b4094
2696,arcA,SBRG,b4095
2697,arcA,SBRG,b4096
2698,arcA,SBRG,b4097
2699,arcA,SBRG,b4098
2700,arcA,SBRG,b4099
2701,arcA,SBRG,b4100
2702,arcA,SBRG,b4101
2703,arcA,SBRG,b4102
2704,arcA,SBRG,b4105
2705,arcA,SBRG,b4106
2706,arcA,SBRG,b4122
2707,arcA,SBRG,b4123
2708,arcA,Weak,b4131
2709,arcA,Weak,b4132
2710,arcA,SBRG,b4138
2711,arcA,SBRG,b4208
2712,arcA,Weak,b4239
2713,arcA,Weak,b4240
2714,arcA,SBRG,b4332
2715,arcA,SBRG,b4340
2716,arcA,SBRG,b4341
2717,arcA,SBRG,b4376
2718,arcA,SBRG,b4401
2719,arcA,SBRG,b4402
2720,arcA,SBRG,b4407
2721,arcA,SBRG,b4467
2722,arcA,SBRG,b4468
2723,arcA,SBRG,b4513
2724,arcA,SBRG,b4537
2725,arcA,Weak,b4592
2726,arcA,SBRG,b4663
2727,arcZ,Weak,b2741
2728,argP,Weak,b0031
2729,argP,Strong,b0166
2730,argP,Strong,b1761
2731,argP,Strong,b2156
2732,argP,Strong,b2234
2733,argP,Strong,b2235
2734,argP,Strong,b2236
2735,argP,Strong,b2838
2736,argP,Weak,b2916
2737,argP,Weak,b2923
2738,argP,Strong,b3700
2739,argP,Strong,b3701
2740,argP,Strong,b3702
2741,argP,Strong,b4024
2742,argR,SBRG,b0032
2743,argR,SBRG,b0033
2744,argR,SBRG,b0045
2745,argR,SBRG,b0095
2746,argR,SBRG,b0112
2747,argR,SBRG,b0240_1
2748,argR,SBRG,b0240_2
2749,argR,SBRG,b0273
2750,argR,SBRG,b0300
2751,argR,SBRG,b0315
2752,argR,SBRG,b0709
2753,argR,SBRG,b0812
2754,argR,SBRG,b0839
2755,argR,SBRG,b0854
2756,argR,SBRG,b0855
2757,argR,SBRG,b0856
2758,argR,SBRG,b0857
2759,argR,SBRG,b0860
2760,argR,SBRG,b0861
2761,argR,SBRG,b0862
2762,argR,SBRG,b0863
2763,argR,SBRG,b0864
2764,argR,SBRG,b0874
