,regulator,gene_name,gene_id,effect,ev_level,source
1380,RpoD,dxs,b0420,+,0.0,RegulonDB_sigma
1381,RpoD,ebgA,b3076,+,0.0,RegulonDB_sigma
1382,RpoD,ebgC,b3077,+,0.0,RegulonDB_sigma
1383,RpoD,ecpA,b0293,+,0.0,RegulonDB_sigma
1384,RpoD,efp,b4147,+,0.0,RegulonDB_sigma
1385,RpoD,decR,b0447,+,0.0,RegulonDB_sigma
1386,RpoD,exbB,b3006,+,0.0,RegulonDB_sigma
1387,RpoD,cedA,b1731,+,0.0,RegulonDB_sigma
1388,RpoD,bioF,b0776,+,0.0,RegulonDB_sigma
1389,RpoD,argQ,b2691,+,0.0,RegulonDB_sigma
1390,RpoD,argU,b0536,+,0.0,RegulonDB_sigma
1391,RpoD,argV,b2694,+,0.0,RegulonDB_sigma
1392,RpoD,argW,b2348,+,0.0,RegulonDB_sigma
1393,RpoD,argY,b2693,+,0.0,RegulonDB_sigma
1394,RpoD,argZ,b2692,+,0.0,RegulonDB_sigma
1395,RpoD,arrS,b4704,+,0.0,RegulonDB_sigma
1396,RpoD,asnT,b1977,+,0.0,RegulonDB_sigma
1397,RpoD,asnU,b1986,+,0.0,RegulonDB_sigma
1398,RpoD,asnV,b1989,+,0.0,RegulonDB_sigma
1399,RpoD,aspV,b0216,+,0.0,RegulonDB_sigma
1400,RpoD,cecR,b0796,+,0.0,RegulonDB_sigma
1401,RpoD,astA,b1747,+,0.0,RegulonDB_sigma
1402,RpoD,astC,b1748,+,0.0,RegulonDB_sigma
1403,RpoD,astD,b1746,+,0.0,RegulonDB_sigma
1404,RpoD,astE,b1744,+,0.0,RegulonDB_sigma
1405,RpoD,bcsB,b3532,+,0.0,RegulonDB_sigma
1406,RpoD,bcsZ,b3531,+,0.0,RegulonDB_sigma
1407,RpoD,bdcA,b4249,+,0.0,RegulonDB_sigma
1408,RpoD,bglX,b2132,+,0.0,RegulonDB_sigma
1409,RpoD,bioA,b0774,+,0.0,RegulonDB_sigma
1410,RpoD,bioB,b0775,+,0.0,RegulonDB_sigma
1411,RpoD,bioC,b0777,+,0.0,RegulonDB_sigma
1412,RpoD,bioD,b0778,+,0.0,RegulonDB_sigma
1413,RpoD,astB,b1745,+,0.0,RegulonDB_sigma
1414,RpoD,exbD,b3005,+,0.0,RegulonDB_sigma
1415,RpoD,fabA,b0954,+,0.0,RegulonDB_sigma
1416,RpoD,fadI,b2342,+,0.0,RegulonDB_sigma
1417,RpoD,fliI,b1941,+,0.0,RegulonDB_sigma
1418,RpoD,fliJ,b1942,+,0.0,RegulonDB_sigma
1419,RpoD,fliK,b1943,+,0.0,RegulonDB_sigma
1420,RpoD,fliS,b1925,+,0.0,RegulonDB_sigma
1421,RpoD,fliT,b1926,+,0.0,RegulonDB_sigma
1422,RpoD,folE,b2153,+,0.0,RegulonDB_sigma
1423,RpoD,fpr,b3924,+,0.0,RegulonDB_sigma
1424,RpoD,fruA,b2167,+,0.0,RegulonDB_sigma
1425,RpoD,fruB,b2169,+,0.0,RegulonDB_sigma
1426,RpoD,fruK,b2168,+,0.0,RegulonDB_sigma
1427,RpoD,fucA,b2800,+,0.0,RegulonDB_sigma
1428,RpoD,fliH,b1940,+,0.0,RegulonDB_sigma
1429,RpoD,fucI,b2802,+,0.0,RegulonDB_sigma
1430,RpoD,fucP,b2801,+,0.0,RegulonDB_sigma
1431,RpoD,fucR,b2805,+,0.0,RegulonDB_sigma
1432,RpoD,garK,b3124,+,0.0,RegulonDB_sigma
1433,RpoD,garL,b3126,+,0.0,RegulonDB_sigma
1434,RpoD,garP,b3127,+,0.0,RegulonDB_sigma
1435,RpoD,garR,b3125,+,0.0,RegulonDB_sigma
1436,RpoD,gcl,b0507,+,0.0,RegulonDB_sigma
1437,RpoD,glnQ,b0809,+,0.0,RegulonDB_sigma
1438,RpoD,glnU,b0670,+,0.0,RegulonDB_sigma
1439,RpoD,glnV,b0665,+,0.0,RegulonDB_sigma
1440,RpoD,glnW,b0668,+,0.0,RegulonDB_sigma
1441,RpoD,fucK,b2803,+,0.0,RegulonDB_sigma
1442,RpoD,fliG,b1939,+,0.0,RegulonDB_sigma
1443,RpoD,fliF,b1938,+,0.0,RegulonDB_sigma
1444,RpoD,fliE,b1937,+,0.0,RegulonDB_sigma
1445,RpoD,fadJ,b2341,+,0.0,RegulonDB_sigma
1446,RpoD,feoA,b3408,+,0.0,RegulonDB_sigma
1447,RpoD,feoB,b3409,+,0.0,RegulonDB_sigma
1448,RpoD,feoC,b3410,+,0.0,RegulonDB_sigma
1449,RpoD,fhuA,b0150,+,0.0,RegulonDB_sigma
1450,RpoD,fhuB,b0153,+,0.0,RegulonDB_sigma
1451,RpoD,fhuC,b0151,+,0.0,RegulonDB_sigma
1452,RpoD,fhuD,b0152,+,0.0,RegulonDB_sigma
1453,RpoD,fiu,b0805,+,0.0,RegulonDB_sigma
1454,RpoD,flgA,b1072,+,0.0,RegulonDB_sigma
1455,RpoD,flgB,b1073,+,0.0,RegulonDB_sigma
1456,RpoD,flgC,b1074,+,0.0,RegulonDB_sigma
1457,RpoD,flgD,b1075,+,0.0,RegulonDB_sigma
1458,RpoD,flgE,b1076,+,0.0,RegulonDB_sigma
1459,RpoD,flgF,b1077,+,0.0,RegulonDB_sigma
1460,RpoD,flgG,b1078,+,0.0,RegulonDB_sigma
1461,RpoD,flgH,b1079,+,0.0,RegulonDB_sigma
1462,RpoD,flgI,b1080,+,0.0,RegulonDB_sigma
1463,RpoD,flgJ,b1081,+,0.0,RegulonDB_sigma
1464,RpoD,flgM,b1071,+,0.0,RegulonDB_sigma
1465,RpoD,flgN,b1070,+,0.0,RegulonDB_sigma
1466,RpoD,flhA,b1879,+,0.0,RegulonDB_sigma
1467,RpoD,flhB,b1880,+,0.0,RegulonDB_sigma
1468,RpoD,flhE,b1878,+,0.0,RegulonDB_sigma
1469,RpoD,fliD,b1924,+,0.0,RegulonDB_sigma
1470,RpoD,argG,b3172,+,0.0,RegulonDB_sigma
1471,RpoD,argA,b2818,+,0.0,RegulonDB_sigma
1472,RpoD,appX,b4592,+,0.0,RegulonDB_sigma
1473,RpoD,appC,b0978,+,0.0,RegulonDB_sigma
1474,PurR,guaB,b2508,-,0.0,RegulonDB_TF
1475,PurR,prs,b1207,-,0.0,RegulonDB_TF
1476,PurR,purE,b0523,-,0.0,RegulonDB_TF
1477,PurR,purK,b0522,-,0.0,RegulonDB_TF
1478,PurR,purL,b2557,-,0.0,RegulonDB_TF
1479,PurR,pyrD,b0945,-,0.0,RegulonDB_TF
1480,PurR,speA,b2938,-,0.0,RegulonDB_TF
1481,PurR,speB,b2937,-,0.0,RegulonDB_TF
1482,QseB,feaR,b1384,?,0.0,RegulonDB_TF
1483,QseB,fimA,b4314,+,0.0,RegulonDB_TF
1484,QseB,fimC,b4316,+,0.0,RegulonDB_TF
1485,PurR,guaA,b2507,-,0.0,RegulonDB_TF
1486,QseB,fimD,b4317,+,0.0,RegulonDB_TF
1487,QseB,fimG,b4319,+,0.0,RegulonDB_TF
1488,QseB,fimH,b4320,+,0.0,RegulonDB_TF
1489,QseB,fimI,b4315,+,0.0,RegulonDB_TF
1490,QseB,flhC,b1891,+,0.0,RegulonDB_TF
1491,QseB,flhD,b1892,+,0.0,RegulonDB_TF
1492,RcsAB,csgD,b1040,-,0.0,RegulonDB_TF
1493,RcsAB,csgE,b1039,-,0.0,RegulonDB_TF
1494,RcsAB,csgF,b1038,-,0.0,RegulonDB_TF
1495,RcsAB,csgG,b1037,-,0.0,RegulonDB_TF
1496,RcsAB,yjbE,b4026,+,0.0,RegulonDB_TF
1497,RcsAB,yjbF,b4027,+,0.0,RegulonDB_TF
1498,QseB,fimF,b4318,+,0.0,RegulonDB_TF
1499,PurR,glnB,b2553,-,0.0,RegulonDB_TF
1500,PurR,gcvT,b2905,-,0.0,RegulonDB_TF
1501,PurR,gcvP,b2903,-,0.0,RegulonDB_TF
1502,PhoP,rutF,b1007,+,0.0,RegulonDB_TF
1503,PhoP,rutG,b1006,+,0.0,RegulonDB_TF
1504,PhoP,tolC,b3035,+,0.0,RegulonDB_TF
1505,PhoP,ybjG,b0841,+,0.0,RegulonDB_TF
1506,PhoP,ydeP,b1501,-,0.0,RegulonDB_TF
1507,PhoP,ygiB,b3037,+,0.0,RegulonDB_TF
1508,PhoP,ygiC,b3038,+,0.0,RegulonDB_TF
1509,PlaR,lyxK,b3580,-,0.0,RegulonDB_TF
1510,PlaR,sgbE,b3583,-,0.0,RegulonDB_TF
1511,PlaR,sgbH,b3581,-,0.0,RegulonDB_TF
1512,PlaR,sgbU,b3582,-,0.0,RegulonDB_TF
1513,PlaR,yiaJ,b3574,-,0.0,RegulonDB_TF
1514,PlaR,yiaK,b3575,-,0.0,RegulonDB_TF
1515,PlaR,yiaL,b3576,-,0.0,RegulonDB_TF
1516,PlaR,yiaM,b3577,-,0.0,RegulonDB_TF
1517,PlaR,yiaN,b3578,-,0.0,RegulonDB_TF
1518,PlaR,yiaO,b3579,-,0.0,RegulonDB_TF
1519,PrpR,prpB,b0331,+,0.0,RegulonDB_TF
1520,PrpR,prpC,b0333,+,0.0,RegulonDB_TF
1521,PrpR,prpD,b0334,+,0.0,RegulonDB_TF
1522,PrpR,prpE,b0335,+,0.0,RegulonDB_TF
1523,PrpR,prpR,b0330,-,0.0,RegulonDB_TF
1524,PurR,codA,b0337,-,0.0,RegulonDB_TF
1525,PurR,codB,b0336,-,0.0,RegulonDB_TF
1526,PurR,gcvH,b2904,-,0.0,RegulonDB_TF
1527,RcsAB,yjbG,b4028,+,0.0,RegulonDB_TF
1528,RpoD,glnX,b0664,+,0.0,RegulonDB_sigma
1529,RcsAB,yjbH,b4029,+,0.0,RegulonDB_TF
1530,RcsB,gadC,b1492,+,0.0,RegulonDB_TF
1531,Rob,nfsA,b0851,+,0.0,RegulonDB_TF
1532,Rob,nfsB,b0578,+,0.0,RegulonDB_TF
1533,Rob,rimK,b0852,+,0.0,RegulonDB_TF
1534,Rob,sodA,b3908,+,0.0,RegulonDB_TF
1535,Rob,tolC,b3035,+,0.0,RegulonDB_TF
1536,Rob,ybjC,b0850,+,0.0,RegulonDB_TF
1537,Rob,ybjN,b0853,+,0.0,RegulonDB_TF
1538,Rob,ygiB,b3037,+,0.0,RegulonDB_TF
1539,Rob,ygiC,b3038,+,0.0,RegulonDB_TF
1540,RpoD,3'ETS<sup><i>leuZ</i></sup>,b4759,+,0.0,RegulonDB_sigma
1541,RpoD,acrD,b2470,+,0.0,RegulonDB_sigma
1542,Rob,nfo,b2159,+,0.0,RegulonDB_TF
1543,RpoD,acrE,b3265,+,0.0,RegulonDB_sigma
1544,RpoD,acrR,b0464,+,0.0,RegulonDB_sigma
1545,RpoD,add,b1623,+,0.0,RegulonDB_sigma
1546,RpoD,alaC,b2379,+,0.0,RegulonDB_sigma
1547,RpoD,alaW,b2397,+,0.0,RegulonDB_sigma
1548,RpoD,alaX,b2396,+,0.0,RegulonDB_sigma
1549,RpoD,allC,b0516,+,0.0,RegulonDB_sigma
1550,RpoD,allD,b0517,+,0.0,RegulonDB_sigma
1551,RpoD,allE,b0515,+,0.0,RegulonDB_sigma
1552,RpoD,amyA,b1927,+,0.0,RegulonDB_sigma
1553,RpoD,appA,b0980,+,0.0,RegulonDB_sigma
1554,RpoD,appB,b0979,+,0.0,RegulonDB_sigma
1555,RpoD,acrF,b3266,+,0.0,RegulonDB_sigma
1556,Rob,mltF,b2558,+,0.0,RegulonDB_TF
1557,Rob,ldtB,b0819,+,0.0,RegulonDB_TF
1558,Rob,aslB,b3800,+,0.0,RegulonDB_TF
1559,RcsB,gadY,b4452,+,0.0,RegulonDB_TF
1560,RcsB,hdeA,b3510,+,0.0,RegulonDB_TF
1561,RcsB,hdeB,b3509,+,0.0,RegulonDB_TF
1562,RcsB,hdeD,b3511,+,0.0,RegulonDB_TF
1563,RcsB,lolA,b0891,+,0.0,RegulonDB_TF
1564,RcsB,osmB,b1283,+,0.0,RegulonDB_TF
1565,RcsB,rarA,b0892,+,0.0,RegulonDB_TF
1566,RcsB,safA,b1500,+,0.0,RegulonDB_TF
1567,RcsB,ydeO,b1499,+,0.0,RegulonDB_TF
1568,RcsB,yhiD,b3508,+,0.0,RegulonDB_TF
1569,RcsB-BglJ,sfsB,b3188,+,0.0,RegulonDB_TF
1570,RcsB-BglJ,yecT,b1877,+,0.0,RegulonDB_TF
1571,RcsB-BglJ,yehF,b2115,+,0.0,RegulonDB_TF
1572,RcsB-BglJ,ygiZ,b3027,+,0.0,RegulonDB_TF
1573,RcsB-BglJ,yidL,b3680,+,0.0,RegulonDB_TF
1574,RcsB-BglJ,ykiA,b0392,+,0.0,RegulonDB_TF
1575,RcsB-BglJ,ynbA,b1408,+,0.0,RegulonDB_TF
1576,RcsB-BglJ,ynbB,b1409,+,0.0,RegulonDB_TF
1577,RcsB-BglJ,ynbC,b1410,+,0.0,RegulonDB_TF
1578,RcsB-BglJ,ynbD,b1411,+,0.0,RegulonDB_TF
1579,RcsB-BglJ,ynjI,b1762,+,0.0,RegulonDB_TF
1580,RcsB-BglJ,yqhG,b3013,+,0.0,RegulonDB_TF
1581,Rob,acnA,b1276,+,0.0,RegulonDB_TF
1582,Rob,acrZ,b0762,+,0.0,RegulonDB_TF
1583,Rob,aldA,b1415,+,0.0,RegulonDB_TF
1584,RcsB,gadB,b1493,+,0.0,RegulonDB_TF
1585,PhoP,rutD,b1009,+,0.0,RegulonDB_TF
1586,RpoD,glpA,b2241,+,0.0,RegulonDB_sigma
1587,RpoD,glpC,b2243,+,0.0,RegulonDB_sigma
1588,RpoD,tufB,b3980,+,0.0,RegulonDB_sigma
1589,RpoD,tyrU,b3977,+,0.0,RegulonDB_sigma
1590,RpoD,ubiA,b4040,+,0.0,RegulonDB_sigma
1591,RpoD,ubiC,b4039,+,0.0,RegulonDB_sigma
1592,RpoD,uidR,b1618,+,0.0,RegulonDB_sigma
1593,RpoD,uxaA,b3091,+,0.0,RegulonDB_sigma
1594,RpoD,uxaC,b3092,+,0.0,RegulonDB_sigma
1595,RpoD,uxuR,b4324,+,0.0,RegulonDB_sigma
1596,RpoD,valT,b0744,+,0.0,RegulonDB_sigma
1597,RpoD,valU,b2401,+,0.0,RegulonDB_sigma
1598,RpoD,valX,b2402,+,0.0,RegulonDB_sigma
1599,RpoD,ttdT,b3063,+,0.0,RegulonDB_sigma
1600,RpoD,valY,b2403,+,0.0,RegulonDB_sigma
1601,RpoD,wecB,b3786,+,0.0,RegulonDB_sigma
1602,RpoD,wecC,b3787,+,0.0,RegulonDB_sigma
1603,RpoD,wecE,b3791,+,0.0,RegulonDB_sigma
1604,RpoD,wecF,b4481,+,0.0,RegulonDB_sigma
1605,RpoD,wzxE,b3792,+,0.0,RegulonDB_sigma
1606,RpoD,wzyE,b3793,+,0.0,RegulonDB_sigma
1607,RpoD,wzzE,b3785,+,0.0,RegulonDB_sigma
1608,RpoD,xseB,b0422,+,0.0,RegulonDB_sigma
1609,RpoD,xylE,b4031,+,0.0,RegulonDB_sigma
1610,RpoD,yafQ,b0225,+,0.0,RegulonDB_sigma
1611,RpoD,yagK,b0277,+,0.0,RegulonDB_sigma
1612,RpoD,waaH,b3615,+,0.0,RegulonDB_sigma
1613,RpoD,yajO,b0419,+,0.0,RegulonDB_sigma
1614,RpoD,ttdB,b3062,+,0.0,RegulonDB_sigma
1615,RpoD,tsr,b4355,+,0.0,RegulonDB_sigma
1616,RpoD,rrsE,b4007,+,0.0,RegulonDB_sigma
1617,RpoD,rrsG,b2591,+,0.0,RegulonDB_sigma
1618,RpoD,ruvC,b1863,+,0.0,RegulonDB_sigma
1619,RpoD,sbcC,b0397,+,0.0,RegulonDB_sigma
1620,RpoD,sbcD,b0398,+,0.0,RegulonDB_sigma
1621,RpoD,serU,b1975,+,0.0,RegulonDB_sigma
1622,RpoD,serV,b2695,+,0.0,RegulonDB_sigma
1623,RpoD,serX,b1032,+,0.0,RegulonDB_sigma
1624,RpoD,sfsA,b0146,+,0.0,RegulonDB_sigma
1625,RpoD,sgrR,b0069,+,0.0,RegulonDB_sigma
1626,RpoD,slmA,b3641,+,0.0,RegulonDB_sigma
1627,RpoD,ttdA,b3061,+,0.0,RegulonDB_sigma
1628,RpoD,speA,b2938,+,0.0,RegulonDB_sigma
1629,RpoD,sroA,b4762,+,0.0,RegulonDB_sigma
1630,RpoD,sroC,b4763,+,0.0,RegulonDB_sigma
1631,RpoD,stfQ,b1547,+,0.0,RegulonDB_sigma
1632,RpoD,symE,b4347,+,0.0,RegulonDB_sigma
1633,RpoD,tfaQ,b1546,+,0.0,RegulonDB_sigma
1634,RpoD,thiB,b0068,+,0.0,RegulonDB_sigma
1635,RpoD,thiP,b0067,+,0.0,RegulonDB_sigma
1636,RpoD,thiQ,b0066,+,0.0,RegulonDB_sigma
1637,RpoD,thrT,b3979,+,0.0,RegulonDB_sigma
1638,RpoD,thrU,b3976,+,0.0,RegulonDB_sigma
1639,RpoD,thrW,b0244,+,0.0,RegulonDB_sigma
1640,RpoD,speB,b2937,+,0.0,RegulonDB_sigma
1641,RpoD,ybbW,b0511,+,0.0,RegulonDB_sigma
1642,RpoD,ybbY,b0513,+,0.0,RegulonDB_sigma
1643,RpoD,ybdN,b0602,+,0.0,RegulonDB_sigma
1644,RpoE,apaH,b0049,+,0.0,RegulonDB_sigma
1645,RpoE,ecpR,b0294,+,0.0,RegulonDB_sigma
1646,RpoE,fadM,b0443,+,0.0,RegulonDB_sigma
1647,RpoE,hokE,b4415,+,0.0,RegulonDB_sigma
1648,RpoE,ibaG,b3190,+,0.0,RegulonDB_sigma
1649,RpoE,insK,b3558,+,0.0,RegulonDB_sigma
1650,RpoE,lgoR,b4357,+,0.0,RegulonDB_sigma
1651,RpoE,phoQ,b1129,+,0.0,RegulonDB_sigma
1652,RpoE,rclA,b0304,+,0.0,RegulonDB_sigma
1653,RpoE,rclB,b0303,+,0.0,RegulonDB_sigma
1654,RpoE,rclC,b0301,+,0.0,RegulonDB_sigma
1655,RpoE,apaG,b0050,+,0.0,RegulonDB_sigma
1656,RpoE,rsmA,b0051,+,0.0,RegulonDB_sigma
1657,RpoE,yoaC,b1810,+,0.0,RegulonDB_sigma
1658,RpoH,ackA,b2296,+,0.0,RegulonDB_sigma
1659,RpoH,adiC,b4115,+,0.0,RegulonDB_sigma
1660,RpoH,alaA,b2290,+,0.0,RegulonDB_sigma
1661,RpoH,alaT,b3853,+,0.0,RegulonDB_sigma
1662,RpoH,cra,b0080,+,0.0,RegulonDB_sigma
1663,RpoH,gltU,b3757,+,0.0,RegulonDB_sigma
1664,RpoH,gltV,b4008,+,0.0,RegulonDB_sigma
1665,RpoH,gltW,b2590,+,0.0,RegulonDB_sigma
1666,RpoH,ileT,b3852,+,0.0,RegulonDB_sigma
1667,RpoH,mhpT,b0353,+,0.0,RegulonDB_sigma
1668,RpoE,ydiV,b1707,+,0.0,RegulonDB_sigma
1669,RpoD,ysgA,b3830,+,0.0,RegulonDB_sigma
1670,RpoD,yojI,b2211,+,0.0,RegulonDB_sigma
1671,RpoD,ykgO,b4506,+,0.0,RegulonDB_sigma
1672,RpoD,ybhF,b0794,+,0.0,RegulonDB_sigma
1673,RpoD,ybhG,b0795,+,0.0,RegulonDB_sigma
1674,RpoD,ybhR,b0792,+,0.0,RegulonDB_sigma
1675,RpoD,ybhS,b0793,+,0.0,RegulonDB_sigma
1676,RpoD,ybiB,b0800,+,0.0,RegulonDB_sigma
1677,RpoD,ycdZ,b1036,+,0.0,RegulonDB_sigma
1678,RpoD,ychO,b1220,+,0.0,RegulonDB_sigma
1679,RpoD,yciB,b1254,+,0.0,RegulonDB_sigma
1680,RpoD,yciC,b1255,+,0.0,RegulonDB_sigma
1681,RpoD,yciE,b1257,+,0.0,RegulonDB_sigma
1682,RpoD,yciW,b1287,+,0.0,RegulonDB_sigma
1683,RpoD,ydeI,b1536,+,0.0,RegulonDB_sigma
1684,RpoD,ydeJ,b1537,+,0.0,RegulonDB_sigma
1685,RpoD,ydfD,b1576,+,0.0,RegulonDB_sigma
1686,RpoD,ydfE,b1577,+,0.0,RegulonDB_sigma
1687,RpoD,ydjM,b1728,+,0.0,RegulonDB_sigma
1688,RpoD,yeaE,b1781,+,0.0,RegulonDB_sigma
1689,RpoD,yebB,b1862,+,0.0,RegulonDB_sigma
1690,RpoD,yebC,b1864,+,0.0,RegulonDB_sigma
1691,RpoD,yebG,b1848,+,0.0,RegulonDB_sigma
1692,RpoD,yeiB,b2152,+,0.0,RegulonDB_sigma
1693,RpoD,ygeH,b2852,+,0.0,RegulonDB_sigma
1694,RpoD,yhgH,b3413,+,0.0,RegulonDB_sigma
1695,RpoD,yhhY,b3441,+,0.0,RegulonDB_sigma
1696,RpoD,ykgM,b0296,+,0.0,RegulonDB_sigma
1697,RpoD,rrsC,b3756,+,0.0,RegulonDB_sigma
1698,RpoD,rrlG,b2589,+,0.0,RegulonDB_sigma
1699,RpoD,rrlE,b4009,+,0.0,RegulonDB_sigma
1700,RpoD,rrlC,b3758,+,0.0,RegulonDB_sigma
1701,RpoD,insD-7,b1578,+,0.0,RegulonDB_sigma
1702,RpoD,intQ,b1579,+,0.0,RegulonDB_sigma
1703,RpoD,ispA,b0421,+,0.0,RegulonDB_sigma
1704,RpoD,lamB,b4036,+,0.0,RegulonDB_sigma
1705,RpoD,leuP,b4369,+,0.0,RegulonDB_sigma
1706,RpoD,leuQ,b4370,+,0.0,RegulonDB_sigma
1707,RpoD,leuV,b4368,+,0.0,RegulonDB_sigma
1708,RpoD,leuW,b0672,+,0.0,RegulonDB_sigma
1709,RpoD,leuX,b4270,+,0.0,RegulonDB_sigma
1710,RpoD,leuZ,b1909,+,0.0,RegulonDB_sigma
1711,RpoD,lsrK,b1511,+,0.0,RegulonDB_sigma
1712,RpoD,inaA,b2237,+,0.0,RegulonDB_sigma
1713,RpoD,lsrR,b1512,+,0.0,RegulonDB_sigma
1714,RpoD,lysR,b2839,+,0.0,RegulonDB_sigma
1715,RpoD,lysT,b0743,+,0.0,RegulonDB_sigma
1716,RpoD,lysV,b2404,+,0.0,RegulonDB_sigma
1717,RpoD,lysW,b0745,+,0.0,RegulonDB_sigma
1718,RpoD,malK,b4035,+,0.0,RegulonDB_sigma
1719,RpoD,malM,b4037,+,0.0,RegulonDB_sigma
1720,RpoD,marA,b1531,+,0.0,RegulonDB_sigma
1721,RpoD,marB,b1532,+,0.0,RegulonDB_sigma
1722,RpoD,marR,b1530,+,0.0,RegulonDB_sigma
1723,RpoD,mcbA,b0806,+,0.0,RegulonDB_sigma
1724,RpoD,mepH,b1655,+,0.0,RegulonDB_sigma
1725,RpoD,lysA,b2838,+,0.0,RegulonDB_sigma
1726,RpoD,ileX,b3069,+,0.0,RegulonDB_sigma
1727,RpoD,idnR,b4264,+,0.0,RegulonDB_sigma
1728,RpoD,hyi,b0508,+,0.0,RegulonDB_sigma
1729,RpoD,glpQ,b2239,+,0.0,RegulonDB_sigma
1730,RpoD,glpT,b2240,+,0.0,RegulonDB_sigma
1731,RpoD,gltI,b0655,+,0.0,RegulonDB_sigma
1732,RpoD,gltJ,b0654,+,0.0,RegulonDB_sigma
1733,RpoD,gltK,b0653,+,0.0,RegulonDB_sigma
1734,RpoD,gltL,b0652,+,0.0,RegulonDB_sigma
1735,RpoD,gltU,b3757,+,0.0,RegulonDB_sigma
1736,RpoD,gltV,b4008,+,0.0,RegulonDB_sigma
1737,RpoD,gltW,b2590,+,0.0,RegulonDB_sigma
1738,RpoD,glxK,b0514,+,0.0,RegulonDB_sigma
1739,RpoD,glxR,b0509,+,0.0,RegulonDB_sigma
1740,RpoD,glyT,b3978,+,0.0,RegulonDB_sigma
1741,RpoD,glyU,b2864,+,0.0,RegulonDB_sigma
1742,RpoD,glyV,b4163,+,0.0,RegulonDB_sigma
1743,RpoD,glyW,b1911,+,0.0,RegulonDB_sigma
1744,RpoD,glyX,b4164,+,0.0,RegulonDB_sigma
1745,RpoD,glyY,b4165,+,0.0,RegulonDB_sigma
1746,RpoD,gor,b3500,+,0.0,RegulonDB_sigma
1747,RpoD,gpt,b0238,+,0.0,RegulonDB_sigma
1748,RpoD,grxB,b1064,+,0.0,RegulonDB_sigma
1749,RpoD,grxD,b1654,+,0.0,RegulonDB_sigma
1750,RpoD,hiuH,b1970,+,0.0,RegulonDB_sigma
1751,RpoD,hofB,b0107,+,0.0,RegulonDB_sigma
1752,RpoD,hofC,b0106,+,0.0,RegulonDB_sigma
1753,RpoD,hpf,b3203,+,0.0,RegulonDB_sigma
1754,RpoD,metC,b3008,+,0.0,RegulonDB_sigma
1755,RpoD,glpB,b2242,+,0.0,RegulonDB_sigma
1756,RpoD,metT,b0673,+,0.0,RegulonDB_sigma
1757,RpoD,mglA,b2149,+,0.0,RegulonDB_sigma
1758,RpoD,pntB,b1602,+,0.0,RegulonDB_sigma
1759,RpoD,polB,b0060,+,0.0,RegulonDB_sigma
1760,RpoD,ppdD,b0108,+,0.0,RegulonDB_sigma
1761,RpoD,proK,b3545,+,0.0,RegulonDB_sigma
1762,RpoD,proL,b2189,+,0.0,RegulonDB_sigma
1763,RpoD,prpR,b0330,+,0.0,RegulonDB_sigma
1764,RpoD,ptsN,b3204,+,0.0,RegulonDB_sigma
1765,RpoD,purT,b1849,+,0.0,RegulonDB_sigma
1766,RpoD,rapZ,b3205,+,0.0,RegulonDB_sigma
1767,RpoD,recN,b2616,+,0.0,RegulonDB_sigma
1768,RpoD,recQ,b3822,+,0.0,RegulonDB_sigma
1769,RpoD,pntA,b1603,+,0.0,RegulonDB_sigma
1770,RpoD,rfe,b3784,+,0.0,RegulonDB_sigma
1771,RpoD,rffG,b3788,+,0.0,RegulonDB_sigma
1772,RpoD,rffH,b3789,+,0.0,RegulonDB_sigma
1773,RpoD,rffM,b3794,+,0.0,RegulonDB_sigma
1774,RpoD,rnpB,b3123,+,0.0,RegulonDB_sigma
1775,RpoD,rplM,b3231,+,0.0,RegulonDB_sigma
1776,RpoD,rplY,b2185,+,0.0,RegulonDB_sigma
1777,RpoD,rpoN,b3202,+,0.0,RegulonDB_sigma
1778,RpoD,rpsI,b3230,+,0.0,RegulonDB_sigma
1779,RpoD,rrfC,b3759,+,0.0,RegulonDB_sigma
1780,RpoD,rrfE,b4010,+,0.0,RegulonDB_sigma
1781,RpoD,rrfG,b2588,+,0.0,RegulonDB_sigma
1782,RpoD,rffC,b3790,+,0.0,RegulonDB_sigma
1783,RpoD,pldA,b3821,+,0.0,RegulonDB_sigma
1784,RpoD,pitB,b2987,+,0.0,RegulonDB_sigma
1785,RpoD,phoR,b0400,+,0.0,RegulonDB_sigma
1786,RpoD,mglB,b2150,+,0.0,RegulonDB_sigma
1787,RpoD,mglC,b2148,+,0.0,RegulonDB_sigma
1788,RpoD,mltF,b2558,+,0.0,RegulonDB_sigma
1789,RpoD,mngR,b0730,+,0.0,RegulonDB_sigma
1790,RpoD,mtlA,b3599,+,0.0,RegulonDB_sigma
1791,RpoD,mtlD,b3600,+,0.0,RegulonDB_sigma
1792,RpoD,mtlR,b3601,+,0.0,RegulonDB_sigma
1793,RpoD,mukB,b0924,+,0.0,RegulonDB_sigma
1794,RpoD,mukE,b0923,+,0.0,RegulonDB_sigma
1795,RpoD,mukF,b0922,+,0.0,RegulonDB_sigma
1796,RpoD,nadB,b2574,+,0.0,RegulonDB_sigma
1797,RpoD,narL,b1221,+,0.0,RegulonDB_sigma
1798,RpoD,narU,b1469,+,0.0,RegulonDB_sigma
1799,RpoD,narX,b1222,+,0.0,RegulonDB_sigma
1800,RpoD,nfeF,b3070,+,0.0,RegulonDB_sigma
1801,RpoD,nfuA,b3414,+,0.0,RegulonDB_sigma
