Geneid,DDB-I-SF-S1-001-A7,DDB-PD-038-AMBR-R10-S03,DDB-PD-038-AMBR-R10-S07,DDB-PD-038-AMBR-R11-S03,DDB-PD-038-AMBR-R11-S07,DDB-PD-038-AMBR-R11-S11,DDB-PD-038-AMBR-R12-S03,DDB-PD-038-AMBR-R12-S07,DDB-PD-038-AMBR-R12-S11,DDB-PD-038-AMBR-R5-S03,DDB-PD-038-AMBR-R5-S07,DDB-PD-038-AMBR-R5-S11,DDB-PD-038-AMBR-R6-S03,DDB-PD-038-AMBR-R6-S07,DDB-PD-038-AMBR-R6-S11,DDB-PD-038-AMBR-R7-S03,DDB-PD-038-AMBR-R7-S07,DDB-PD-038-AMBR-R7-S11,DDB-PD-038-AMBR-R8-S03,DDB-PD-038-AMBR-R8-S07,DDB-PD-038-AMBR-R8-S11,DDB-PD-038-AMBR-R9-S03,DDB-PD-038-AMBR-R9-S07
b0011,2.319763784551047,1.4581198599064389,2.1570604016104413,1.3953718768770047,1.521230849801967,1.5168707561491594,1.9804069276688323,1.372295456562402,2.447333965675759,1.3477614580513027,2.0177645376098776,1.6033301101114747,1.6993859959787387,2.2022912642663335,1.6250094227537037,1.6160992638524467,2.4686803550227903,2.094265848188257,0.8670749344058114,2.2149208253836523,1.6737315629783671,2.0912927260612273,2.0920620346511254
b0012,0.5372411294830562,0.0,0.6459870530487872,0.0,1.247262317592477,0.9348524236808544,1.1245937132617807,0.0,0.0,1.0942573915051896,0.6415709063373354,0.0,0.5575073462927453,0.0,0.0,0.46393990929870405,0.637152522821119,0.0,0.0,0.0,0.44100844930745936,0.0,0.0
b0013,0.624272823872395,0.9109034619170372,0.7465461800749789,1.4019808588393488,1.405276947914694,1.9011411606486954,0.5579350035489115,1.0843455192122986,1.6975661090075433,1.2400320917703216,0.7416027003874677,0.6771235697950015,2.136327349610496,0.7093226553693143,1.6802686336342272,0.5411819199659389,1.2219485592602313,1.0124690963905307,0.5696896732885537,0.5141104677813585,0.5150700403536415,0.0,0.0
b0014,9.189339776998121,9.415385956452875,9.59608873870564,9.437597191053305,8.905637988082937,9.435057875211044,9.449902477870213,8.819189832920031,9.381435030507433,9.579022206626929,9.994727829652216,9.33954828937789,9.53386467459966,9.872605507149165,9.372709863666987,9.644212769488082,10.6367286796579,9.464378061254147,9.379666459685188,10.469667214474645,9.503458431336421,9.360938181141517,9.45912816221212
b0015,7.610757155386628,8.09201286229157,7.905808424595583,8.21940094981541,7.454162798428433,8.092140993040267,8.160185202304252,7.0333318368677835,7.928506039626921,8.173737646271693,8.356672954156197,7.930755912180722,8.100385799519117,8.22129489456615,8.055411411006892,8.277774084506971,8.681847142718373,8.051175974796198,8.06525651779527,8.71206051682384,7.9837282824286255,7.98536246394323,8.057015353587419
b0016,5.587581556969672,0.0,0.0,0.6760207225715305,1.1374068019246435,1.580383479534058,0.4261261159662288,0.8602836082513798,1.014694434710941,5.1675677736683365,5.4607113922879345,5.406325407208558,5.041208368581683,5.539851921188142,5.181968847293995,5.763716953077677,5.863439325663754,5.766383304356834,5.703099325811222,6.067203519970759,5.575383190137975,0.0,0.30173215165793826
b0018,3.2255137578994417,0.0,0.0,0.0,0.0,1.6368788072112725,0.0,1.6602884494995456,0.0,2.644681087532424,4.048998758339909,3.8934963841506804,1.0646791217868818,4.275803634930165,4.279951530606808,3.0040577868180316,4.806605825569579,4.578372205791278,2.2434528331023915,3.910349031747668,4.982617017528004,0.0,0.0
b4412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0019,5.902388623550486,0.0,0.0,0.5135426464018584,0.6527537130035364,1.7128448313192646,0.4089516719255743,0.9797187939082186,3.2867769183100215,5.215699160391521,7.192775183715101,5.590497968005412,5.325303264921168,6.133419637057217,5.672207760192426,5.624578440557944,7.331065982082661,5.839344992231257,5.154463698611962,6.664426616047096,5.710718504027512,0.0,0.0
b0020,5.774286795463053,0.0,0.0,0.7943480688210343,0.31691632559801075,1.5637535859895002,0.8830424982305147,0.58577693276282,3.0480709550651026,5.374658928443628,6.305734605744884,5.391097998572073,5.338954953351354,5.562896770747874,5.136202887415555,5.346111150293496,6.488003012351414,5.500333579685593,5.684611223152539,6.336344858449601,5.596177210794462,0.0,0.0
b0021,2.2974044321797447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5367589026639635,2.427064081319243,1.389609661676928,2.278098941476967,1.8988899636975702,1.8284224270160139,2.1838202898385117,2.776548455973243,0.618638886567629,1.6690534224614106,1.5584947382318746,1.615471774700024,1.6176271889468936,0.0,0.0
b0022,3.501876799477271,0.0,0.0,0.0,0.0,1.7689524969578645,0.0,0.0,0.8663424156566718,3.3210465310322412,2.982389504463835,3.0056040408025275,3.341572064801207,2.720514960893476,3.26720264817381,3.3716501768202556,1.975704553455427,3.0813961507238523,4.525193893075555,3.3817189666169583,3.294908454431556,0.0,0.0
b0023,11.188186177553876,11.621134418551406,9.903252136983195,12.119178647784661,10.59230105975746,10.813259814198148,12.127512848244717,9.639650335875984,10.57363698422226,11.619157260389201,10.546788363048327,10.722663158612333,11.698866159929938,10.715533800588371,10.740016966237546,11.457845592798906,10.247151304197509,10.725216859042678,11.72251523920974,10.647604834207307,10.799402993365138,11.90707404406662,10.882569710932103
b0024,4.171670010229852,4.240764456402882,4.898619374957997,3.7981012407868193,3.722002664033753,3.6002311507391838,3.406660410794767,3.50588919292469,4.04952165226898,4.710854442555052,5.3494212431706565,5.353154191674326,4.64831130699002,4.9240787115534825,5.183424063038841,3.3588409060859483,4.284158401924894,4.262062177433598,4.24099547599885,4.203025811695896,4.1426540978338515,4.476734589540379,4.876452536304685
b0025,8.341337330473847,8.237733486751864,7.624997310304892,8.008644472058203,7.747054371799748,7.568727870274688,8.012343393282633,7.343155809370328,7.378726904950182,8.124922718878736,7.479001569329592,7.7822827354699005,8.038205876316772,7.501412096584169,7.698041190916495,8.0010244316246,7.6972789950602385,7.896131204305519,7.832338962092147,7.624931259073172,7.800365355909566,8.13097759827387,8.021867822037931
b0026,9.090622562347619,8.786125151001528,8.255075440052023,8.594456608691408,7.687279900666364,7.91960474736416,8.64414920223145,8.178610615923025,7.816962222221132,8.600419991288394,7.740452597305824,7.991091807128959,8.610690643357154,7.968259378543026,8.05532476835097,8.63479116628112,8.002732866156263,7.702909076128253,8.356838792064144,7.731218873058482,7.9451533771071325,8.704878387795372,7.957711517568589
b0027,7.774468636279695,7.776203900297907,7.05507177650308,7.695582365287874,6.562631263519379,6.772273326936421,7.643504711561157,6.746009187242075,6.691194913205837,7.364712568047081,6.527855457541289,7.069243414204332,7.365921541349996,6.912916673082477,7.071411222944782,7.501797458182537,6.8100937807043,6.9205440858275935,7.100993366952805,6.604745924229131,6.988998825707771,7.72298913907218,5.921906054075809
b0028,7.836458027018046,8.283285306466476,7.104742562207074,8.366055554769405,7.1034055248517625,6.9551132352538625,8.322528972970854,6.719272472796079,6.635681987561523,7.776093890785116,7.000158924107377,7.002440196426852,7.768388633032983,7.241392983644403,7.107717291098214,7.6503919271409275,7.155058772483619,7.124788568486906,7.446603406113223,7.0486283299693095,7.113449959215956,8.339380285963406,6.807916211978024
b0029,7.349586850812922,8.18928078930762,6.756032481070373,8.02434920109203,6.677220599042661,6.4189204413350005,8.109964085159794,6.241718267937181,6.064492690901045,7.444138859998446,6.397173926672302,6.438034040956677,7.427606135818042,6.451890631983202,6.347660815895357,7.287855878427482,6.623706516898427,6.268836635750345,6.976837468793973,6.4194760887274676,6.369426735975986,8.107095432807048,6.75116998329776
b0030,3.644230874821184,4.211970217311362,7.773455466706076,4.2748983339268465,7.852456808304836,7.624694464952972,4.077513978145631,8.120080492721272,7.009591224029139,3.86438995699317,5.860757422650163,6.273352127900222,3.909877594939898,6.296063300689234,6.408200273701546,4.360519651968687,5.863321128414174,5.717956786201257,4.093728720400986,5.896108827832321,6.3219994647585125,4.5002596857434725,7.893840882941454
b0031,7.653492471965772,10.24325614065907,8.950978672385391,9.340884078328648,8.646220210086453,10.578263693846134,9.445579986799308,8.224461781542685,9.886283529019812,8.177734113112395,6.9092917200864665,7.432538612769847,8.27363856879583,8.487590743670989,7.337879910067963,8.384783482476841,7.047845160588336,7.488753153194311,8.695842723411038,7.238141717221729,7.374099879758944,10.316503313174737,7.61911819853246
b0032,9.837557942545057,10.47543234404201,3.5250228314043586,9.358172438803038,5.767229028687676,8.259345323120778,9.314211672885408,4.768842259878465,7.794604335315799,10.095302992649245,3.7093776761336663,7.615244968251873,10.031395279582956,5.352021822195601,7.725295435131624,9.402154912920729,6.040486627242307,7.366318856874872,9.405627786232065,6.463051911659025,7.6710677911222,10.376600738165864,3.668734078310249
b0033,9.006051381391813,9.737341681851948,3.02792501146264,8.526242870346726,5.559026543418446,7.100261040295324,8.529209876220229,4.684615712774321,7.068766872130697,9.289397027510233,3.1466584497514694,6.717981627376238,9.201465938839403,5.072431949001388,6.735980557203039,8.767404590558474,5.461051727879393,6.194806211358214,8.503409806420903,5.398043938303834,6.689330062940946,9.597687279659768,2.521316295539988
b0034,4.3094036554216295,4.6614159263590444,4.301275491719682,3.16669599790786,3.74040376975704,3.1427874604721158,3.95296192831733,3.4249162904978134,1.1024976853426116,4.584023779874938,3.499474228783714,3.588096880082217,4.694555581502358,3.136458367231153,3.429162060658832,3.711850461369142,4.172829790708592,3.9278896968404,4.510277909481254,4.104353223722779,3.080632820658807,5.109245303777902,4.4967068478538215
b0035,1.6898356164433848,1.4903620056604252,1.7321881098289156,1.4268027090075894,1.5275794771662583,0.45928408461664333,0.9786974592275309,2.155451899852165,1.1064051717088752,1.7370119775334252,0.5464917305894768,1.401514731120384,0.47291956911986494,1.2050993491498725,2.1780974355897897,1.1684226082476719,0.542611541280225,1.259635444288775,1.7323585653421076,0.0,0.6672623292774755,1.5704737432862916,2.743114612044447
b0036,1.2599744702111861,1.4927244630908314,2.719782277383776,1.9071975560850583,3.289585182532915,1.8224198981401776,2.4273913269691882,2.9869108457913507,1.2898484074396925,1.634797791365647,1.914644653857169,1.6600751675231442,1.459463519456732,1.3983869149731611,1.868252464678247,1.4014765092254726,1.6135124060040245,1.8564132815550796,0.8061043604586613,1.347183286346292,1.0741023925707824,2.444621706432306,2.9237269747429875
b0037,2.9320687372314795,3.2634192934307533,1.8677340286333133,2.783749395534207,1.8391781756770316,1.7754973266361214,2.863090917151925,1.5350563476047951,1.3829092895756037,2.700895648631564,2.225896335638093,1.869335660036123,3.0915153737494503,2.1620606154525612,2.0231463220517374,2.7681990208477187,2.551453506127782,2.209020079948456,2.5963840502847155,2.4199119279511576,2.263615417632601,3.1845251923764897,1.7366142672468463
b0038,3.067185755442223,3.3940006317794813,2.272394978949298,3.1789423820131253,2.3793247529009793,2.322383304660944,3.145670879516138,2.500009220712973,1.609521640875631,3.454659694298889,2.8593438999046095,2.672936765747343,3.353749771437162,2.2632847386020467,2.727006665926052,2.879039735290819,2.8924125479076457,2.338971937742334,3.0714501393646954,3.021061724828822,2.4390209367261657,3.6404786410049335,3.0772327236259844
b0039,2.535098548910602,3.8334285634828564,3.2698692260957434,3.282525241374915,3.001831405629423,3.097471330751724,3.2012806558620572,2.6231549503888894,3.0276094555116773,3.653367812671905,2.8932234104538663,3.246261437219346,3.4632016196232183,2.5173437358968247,3.4457136090773295,3.6381646261752825,2.882549020325539,3.2886143680354314,3.207156546851158,2.9683150078722655,2.5890449650394727,3.9508799013322022,3.194503591433993
b0040,0.6589735200237353,1.7454827213843103,0.0,0.9913356211212763,0.3716427940774532,1.0169426478074695,1.0070297389060916,0.5353310283443404,0.5358710657242391,1.1854745622687264,1.2852350340692282,1.0846118548803942,0.6828443369286267,1.0133358017886835,0.9872266886452806,0.685615248270312,0.918851343238421,0.6266124389311704,0.4733424723581479,1.021490552337219,0.8503202072491389,0.8225292639961947,0.7515412882056802
b0041,0.0,1.2552718144786996,1.64900226826895,1.1980536922375384,2.4141915672507124,1.7219188633258247,1.9914138590846366,1.6134863419537453,0.668350419954131,1.2815111526242577,2.2878102400158524,0.7042041159235058,1.6236141254167367,1.8752433691977048,1.3472525024544266,0.7801270091200916,1.926017745107762,1.6496822070511672,1.33690679063765,1.6999266149407255,1.4870069875579577,0.9305912101357222,1.5920924922701547
b0042,1.1136404914606257,0.6486122084664521,1.857020291033453,0.7708132559120204,0.7730089362939794,1.1216205002274902,1.8635366750292353,1.2899047462907514,1.4265376967913674,1.3009869267345238,0.0,1.021507449286866,1.2988001273726126,0.6285872680951101,0.9619613370306682,0.8341176734968151,1.7188588268171237,0.7899383196441161,0.7000232733402034,1.1943583106419384,1.1961599929370308,0.0,1.7964571913206222
b0043,1.4349950004090797,0.635973731696437,1.3178788310509626,1.275911070831484,1.1444209023171767,1.8407949243284536,1.1300451499673105,1.5554122063903146,0.6130649757757953,0.5146154716482572,1.0408177156958849,1.091450695846629,0.4396414713009009,1.262346652969375,1.7280542497032823,1.194781311067931,1.6307655151485192,0.7139570402839844,0.8170991938880181,0.7429589674966561,0.8560852838411113,0.7855247171640279,1.1421122531530226
b0044,0.8167152975712677,0.6950196700005373,1.5391499411945015,0.0,1.3480303028335334,0.8231319818102634,2.3172619588678978,0.0,0.0,0.969147080457066,0.0,0.881485674969169,0.8448151465110117,0.9206894858531416,1.023990335480709,0.0,0.0,0.5625602799893583,0.7492444295069134,0.0,0.0,0.0,1.886346540068067
b0045,0.5790597456307425,0.4869232265889931,0.694423313713288,0.5844352275321899,1.1174796466537262,0.414293056855369,1.721152664311278,0.22691921831900252,0.8896247144383999,0.8704761998601898,0.4943319173758071,0.9339984063385051,0.8957508344057488,0.4711049455011798,0.9213363398031134,0.8721329914748519,1.3899790012039361,0.9471035436429482,0.7958678106801682,0.7232072594558487,1.0311608546372182,0.4325688447066651,0.6627801144823711
b0046,4.902413835952137,3.124426805176649,4.690044177995228,3.689544323734578,4.66170034923665,4.747785679084833,3.8036825045792417,4.563502433442882,4.07281885064899,4.409895116217528,5.461254408568278,4.656023561966927,4.817628253312843,4.415669973870318,3.8533451870023385,4.277942562394874,4.637229991834939,4.386544037656932,4.622680573697891,5.218955861699321,4.6374586158333075,3.823315453767484,4.579946207298849
b0047,4.440668121738064,3.0647242869939966,4.1294693825891295,3.1466735839153226,3.7339412470784734,4.179830431908873,3.35585123256725,3.8956305489007184,4.204465745753261,3.7949502842915313,4.2566825619346105,3.9252852868935624,4.012228447637938,4.157227009086398,3.97261681785468,3.8733136727784596,4.478511049689691,4.0683667519095525,3.7350488503841417,4.201926872068839,3.941510165740495,3.065988976097914,4.037926354780083
b0048,6.184340673024836,6.826767133596126,6.390961644289569,6.441793798915987,6.5718236106148815,6.393660111839622,6.640962016969717,5.827198541801941,7.060789587663843,6.5734350424010835,6.772178657831667,6.449842851927871,6.5120739489733275,6.456174053745015,6.647018420203585,6.4369943459231465,6.714334557088579,6.614694966087081,6.42589315063813,6.801333413818216,6.582704323882724,6.827150501142994,6.869995527431555
b0049,6.073187061878681,6.63708385628909,6.786703869160713,6.4691992491580095,5.953955593958078,6.280550324227185,6.595830760545292,5.79792351507333,5.565223011207481,6.307355649867577,6.300304205826437,5.7988984328485165,6.279680717432456,6.003452515398768,6.089325907061077,6.1447957325544325,6.374148226316703,6.069241402727337,5.810753750818021,6.325273611535288,5.797672814674164,6.689338187851154,6.252602081535424
b0050,7.684944620892605,8.341993751126795,8.190810646749721,8.236088078417485,7.819718675216058,8.080024733696504,8.201702700345463,7.500375274703499,6.949453834377325,8.201264235428155,7.885399322229481,7.771797723403733,8.181409304091394,7.7366289505209265,7.502452941760971,7.471989503316744,7.532835187748207,7.693595348137619,7.956887064199071,8.274728914914302,7.586762783422774,8.38751925702286,8.291565628937661
b0051,8.026959852419965,8.34027874571115,8.107642708447722,8.178559085828779,7.536557225469527,7.664392221554034,8.285547616438672,7.250353379820596,7.176928528711198,8.042899637195912,7.70005296088566,7.343594558944329,8.193437421923385,7.6072368127486065,7.455650153846945,7.9286605664774,7.825682278611231,7.458921508734801,7.778261856232215,7.5999318049698505,7.471829009956359,8.323087221110443,8.315128552481047
b0052,7.1774259508424105,7.865787280300319,7.817551657600185,7.7807082519417134,7.578926931371794,7.587452332073652,7.754775803286906,7.288921045665584,6.964678270182959,7.606624798139879,6.949714024213764,6.881134196629192,7.581841986821188,6.967842518175599,6.882137538781904,7.262101277230427,6.905026862714504,7.2420728953600735,7.326045377087383,6.930972094541597,6.942403764638068,7.771938809252533,8.420178602475259
b0053,8.745971440660794,8.683790523496437,9.615043741633537,8.70207091656125,9.681678045229129,9.294058489281422,8.771780396093032,9.640885319503877,8.726371854035273,8.507085683531125,8.4219008914649,8.489049580615369,8.46567426351684,8.62745157695251,8.53366687815332,8.391801533800368,8.179587105034866,8.688241651009914,8.290285273157487,8.093477639672452,8.486505014016098,8.644328961883213,10.153853413663045
b0054,8.880255850606257,8.841835673133128,9.124820701006158,8.771579330773092,9.392575682834911,8.933562678558191,8.773234691413437,9.193768913241032,8.30480090688952,8.750558255722561,8.568833416967452,8.673041961145593,8.783105590465054,8.647196660066825,8.684847797354337,8.524635711880949,8.415491808550598,8.691531881277312,8.787093979157913,8.693348593113543,8.591449778366037,8.794323015500312,9.56677747684663
b0055,5.890291087144165,5.797256802261631,5.248053919151491,5.611697736189258,5.885037537201224,5.655710519168027,5.501155310281224,5.247161118546372,5.418086458857822,5.543210415521284,4.605742050668141,4.98272191511404,5.522072776133271,5.078058087488247,5.000273712815684,5.249787552223068,4.895848767267033,5.377245927257412,5.17340765753307,4.942400981887489,5.03255022726019,6.026950331449159,5.836949282868006
b0056,6.217819776456579,5.4499939593723035,5.329623003293085,5.2592754762756,5.270838390993733,5.845276358214946,5.61116321416376,5.04716499621661,5.362038728892665,5.381035371034686,5.123701471590792,5.691423068667382,5.503746551607518,5.381701161444707,5.300399095548726,5.4607861386859495,4.985260068955123,5.418619682308561,5.664012234032402,5.1109712311722175,5.271910320564523,5.514480038064111,5.824756402395291
b0057,7.6607235584717985,6.520486588184547,7.256662581266658,6.456474591953122,7.339673769270544,7.2822667645782,6.262440733278383,6.9838014071754255,6.737702989294604,6.455056629834373,7.071664714540771,7.029872735819196,6.897647856286286,6.729830652051108,6.699934116438661,6.532800889761764,6.209054815302088,6.7792387728248835,6.791399912369358,6.7384476816693875,7.1271999094686,6.652292645770138,7.479713163065105
b0058,5.138366831799061,5.948726189949523,4.499977876096155,5.75945397009984,3.1303245640981032,4.2574750200127145,5.8599141628488995,3.9159310387494846,3.8502949569019322,5.553630151409842,5.781942739823141,4.7985780831264835,5.391923905731971,5.467756521678636,4.787058734472459,5.49602237499308,4.966081135345171,5.125970598233655,5.452399435958682,5.487739922383114,4.930186895227797,6.011369368503686,3.760562432485553
b0059,5.908409605513327,6.673110639798834,5.362161355327119,6.288727785222284,4.2060709797844265,4.841176055846929,6.452325888031911,4.2322616612862,4.793086258344136,6.1385540250133195,5.950874578720685,5.038959961771842,6.088194461917058,5.689475219770031,5.094892093538104,6.166560420640798,5.772289787022724,4.9432128786689535,5.913997232131715,5.8375624356688895,5.087323288099928,6.595771248091307,6.2256277946997525
b0060,4.182263881185783,3.61071205715909,3.5385923150628824,3.3494668654924564,2.8571172769386597,2.924766719710425,3.4379842616965135,2.678521069910442,2.722832844698308,3.6293481315975393,4.084858421380142,3.499977024851269,3.8628316166283643,3.7156495029708765,3.7029636131202115,3.81648426152305,4.013006952841417,3.4028158462603355,3.381505218839826,3.921622064200454,3.376155339937853,3.6871100119979294,3.6631805030192184
b0061,1.8157668828062323,0.8223612038763681,2.0548980726083053,0.9677939372814438,2.6127328657554454,1.950381060858947,1.9059230430405956,3.1413634469143674,1.5647469825071294,1.5759961615658127,2.935064702927267,2.8626438703201966,1.72497998236766,3.0037790727933187,3.2560141347653424,0.0,3.3099925859559107,2.05565604804036,1.4278961887027863,3.2049049209366367,2.698830277359456,1.002661029862978,2.4499479605426395
b0062,2.022829895888237,1.3457978572380553,3.5799019328372426,1.2190191999347104,3.5977003077638217,2.9869188767242596,1.5402422223374965,3.5690876184697227,2.4283970013682525,0.9392570319135677,3.5464754481797964,3.5223780763535255,1.1507342284497142,3.5157845146277538,3.7093578255089077,1.4420604255021348,3.991150211186085,2.6128864616834218,0.8341814787968149,3.9028979760882985,3.5968311805045547,1.5155786295440867,3.388797692750298
b0063,1.4200059624402392,1.0341340192829194,3.4601130945809135,1.0534862081903038,2.915024748221674,2.474689221301837,2.4287716143515707,3.036091330302622,2.2034135526444287,1.0942573915051896,3.1954093328422695,3.582643246257794,0.6220995152235276,3.097603349038869,3.2591999510645144,0.7226710653986326,3.233914074576602,2.8674907770696434,1.2530457936125587,3.610285699157186,3.3924125212509972,0.6300101224217478,3.4654373799852127
b0064,5.019378120559183,4.251534838152089,6.252861941541286,3.8130770495496416,6.298948530407967,5.558361268205087,3.744188775639764,6.385379680345174,5.206385873945585,3.8256596933771623,5.728449174006495,5.5487562525372285,3.9879172431214047,5.570534831538964,5.838272492506942,3.891549479274619,5.468820000782477,4.784634357162053,3.912184673022288,5.345111388632137,5.4430644448913785,3.910759009835873,6.60463506910214
b0065,4.971956620697414,5.944390548060147,7.214077079748578,5.402845239229091,7.868857752342509,6.701779472167119,5.554404393116328,8.186618515793494,6.633526250893971,5.225524930820945,6.308739379318799,5.851978572369664,4.9803785613759075,6.540982230920693,5.956243505369484,4.549061749810255,5.624303055737047,5.669891943953558,4.338121881394179,5.385316504949251,5.6587535378319345,5.599451387224343,7.19172662567862
b0066,4.853988309410868,3.6701610628102888,2.699951903484315,3.6067982776710115,1.374109675399935,0.9640833436980495,3.5446346158825754,1.8466602317419896,1.5606423904739377,3.275126163773984,2.2909401852744202,1.7778771667610829,3.2520943699641114,2.335521638851072,2.139690725536083,3.9789658985267504,3.4643431141283494,2.0509459198138327,3.2775345987253304,2.5142286777092573,1.9009496211209684,3.8736416909896976,1.311271616479221
b0067,5.697853464837106,3.6699457824369217,2.1947737926153574,3.6510780623207424,1.4833926520494638,1.4790945998059382,3.872873198947442,1.7019239343347223,1.5023581935641737,4.051349024283998,2.2378165587935857,1.3252348397866673,3.6953101989480173,1.829580031749618,1.8426676511704632,4.164718573318908,2.8807416734508506,1.9941739406367425,3.9067601042132565,2.939758382810584,2.1189639982986805,3.747450096178651,2.2801043518599826
b0068,7.473438060089228,5.211305459301697,3.5703987117265,4.783269455292886,3.4531797688345436,3.1505673710885187,5.097238985115577,3.2173273873521,2.657544140189569,5.102464712124938,3.340242578287895,3.026629400106268,5.0202832600158604,3.3431245862509655,2.618819007832496,5.528217386848551,4.553845069300392,3.207118058158603,5.090953829298318,4.410313675579899,3.2443726944860285,4.912030832819022,4.135579932294588
